Sample_ID,Device,Concentration_mM,Scan_Rate_mVs,PC1_Score,PC2_Score,Device_Prediction_Score,Actual_Device_Code,OX_Voltage_V,OX_Current_A,RED_Voltage_V,RED_Current_A,Peak_Separation_V,Color,Symbol,Symbol_Size,Alpha,Point_Index,Device_Point_ID
51,STM32,0.5,100,-2.47742607994701,0.9579332907120844,0.6100974701586743,1,0.0786,-1.509,0.1682,1.5083,0.0895999999999999,Red,Triangle,8,0.7,1,STM32_1
52,STM32,0.5,100,-2.105611504262684,0.6191861390960719,0.6101010066761574,1,0.0786,-1.5316,0.1682,1.4831,0.0895999999999999,Red,Triangle,8,0.7,2,STM32_2
53,STM32,0.5,100,-1.6558733638171454,0.7760171942712548,0.6101003670923258,1,0.0786,-1.5442,0.1682,1.4803,0.0895999999999999,Red,Triangle,8,0.7,3,STM32_3
54,STM32,0.5,100,-2.635169796292132,0.737362324385753,0.6101009389509887,1,0.0786,-1.5402,0.1682,1.4796,0.0895999999999999,Red,Triangle,8,0.7,4,STM32_4
55,STM32,0.5,100,-2.23715316873406,1.526476877993121,0.6100967745028658,1,0.0786,-1.5632,0.1682,1.4873999999999998,0.0895999999999999,Red,Triangle,8,0.7,5,STM32_5
56,STM32,0.5,100,-2.5489577896354,1.4068627489120265,0.6100941027872668,1,0.0786,-1.5698,0.1682,1.496,0.0895999999999999,Red,Triangle,8,0.7,6,STM32_6
57,STM32,0.5,100,-2.649202351302967,0.6574004828880923,0.6100945989982336,1,0.0786,-1.5679,0.1682,1.4947,0.0895999999999999,Red,Triangle,8,0.7,7,STM32_7
58,STM32,0.5,100,-2.399544269297498,1.2437576662058536,0.6100923717979667,1,0.0786,-1.5756,0.1682,1.5009,0.0895999999999999,Red,Triangle,8,0.7,8,STM32_8
59,STM32,0.5,100,-3.004531840523107,1.211982225168787,0.6100899604719929,1,0.0786,-1.5758,0.1682,1.5112,0.0895999999999999,Red,Triangle,8,0.7,9,STM32_9
60,STM32,0.5,100,-2.1188490452090907,0.7364183610715578,0.6100937495488137,1,0.0786,-1.5762,0.1682,1.4947,0.0895999999999999,Red,Triangle,8,0.7,10,STM32_10
61,STM32,0.5,100,-2.4159821097168965,1.463526515266663,0.4716825936609368,1,0.0884,-18.666,0.1779,18.581,0.0895,Red,Triangle,8,0.7,11,STM32_11
62,STM32,0.5,100,-3.402445863154355,0.6509296275828264,0.4717439873380173,1,0.0884,-19.055,0.1779,18.145,0.0895,Red,Triangle,8,0.7,12,STM32_12
63,STM32,0.5,100,-2.8429713585280134,0.7228012849723613,0.4717025083919581,1,0.0884,-19.204,0.1779,18.258,0.0895,Red,Triangle,8,0.7,13,STM32_13
64,STM32,0.5,100,-2.2761680629136665,0.9574098468154132,0.4716380271654123,1,0.0884,-19.326,0.1779,18.482,0.0895,Red,Triangle,8,0.7,14,STM32_14
65,STM32,0.5,100,-3.224278498496085,0.6683560694398599,0.4716057665152218,1,0.0884,-19.394,0.1779,18.591,0.0895,Red,Triangle,8,0.7,15,STM32_15
66,STM32,0.5,100,-3.113266758697806,0.3335675607271649,0.4715813203403529,1,0.0884,-19.744,0.1779,18.542,0.0895,Red,Triangle,8,0.7,16,STM32_16
67,STM32,0.5,100,-2.842215346509546,0.7867802029901045,0.4715803822948157,1,0.0884,-19.701,0.1779,18.565,0.0895,Red,Triangle,8,0.7,17,STM32_17
68,STM32,0.5,100,-3.188243893763325,0.4664855848901001,0.4715580258270444,1,0.0884,-19.738,0.1779,18.645,0.0895,Red,Triangle,8,0.7,18,STM32_18
69,STM32,0.5,100,-3.3100099537052934,0.7834217082106366,0.4715274997731866,1,0.0884,-19.814,0.1779,18.743,0.0895,Red,Triangle,8,0.7,19,STM32_19
70,STM32,0.5,100,-2.8003622148538634,0.7929936417099814,0.4714998646085758,1,0.0884,-19.83,0.1779,18.855,0.0895,Red,Triangle,8,0.7,20,STM32_20
71,STM32,0.5,100,-2.043831803451479,0.7133085991979793,0.5596316749670047,1,0.0683,-23.673,0.1779,22.572,0.1096,Red,Triangle,8,0.7,21,STM32_21
72,STM32,0.5,100,-2.912765198348186,0.9484968946728876,0.5597101513409234,1,0.0683,-23.759,0.1779,22.196,0.1096,Red,Triangle,8,0.7,22,STM32_22
73,STM32,0.5,100,-3.276653046335398,1.1098054135046702,0.5596816798656042,1,0.0683,-24.044,0.1779,22.193,0.1096,Red,Triangle,8,0.7,23,STM32_23
74,STM32,0.5,100,-2.8025942310305907,0.4970041398580621,0.5596991639286376,1,0.0683,-24.041,0.1779,22.119,0.1096,Red,Triangle,8,0.7,24,STM32_24
75,STM32,0.5,100,-2.757828257703294,0.9322100630979216,0.5596545351442749,1,0.0683,-23.935,0.1779,22.358,0.1096,Red,Triangle,8,0.7,25,STM32_25
76,STM32,0.5,100,-3.3014841108378348,0.8325961045630337,0.5597011580825015,1,0.0683,-24.051,0.1779,22.106,0.1096,Red,Triangle,8,0.7,26,STM32_26
77,STM32,0.5,100,-2.7123536146323217,1.17585359902889,0.5596797017451484,1,0.0683,-24.179,0.1779,22.142,0.1096,Red,Triangle,8,0.7,27,STM32_27
78,STM32,0.5,100,-2.5093920840056647,1.294135679784643,0.5596502311911425,1,0.0683,-24.535,0.1779,22.112,0.1096,Red,Triangle,8,0.7,28,STM32_28
79,STM32,0.5,100,-3.034489423142096,0.546473579460061,0.5596275951289225,1,0.0683,-24.577,0.1779,22.191000000000003,0.1096,Red,Triangle,8,0.7,29,STM32_29
80,STM32,0.5,100,-2.5365698259987988,0.9067370032786864,0.5596070290508047,1,0.0683,-24.533,0.1779,22.299,0.1096,Red,Triangle,8,0.7,30,STM32_30
131,STM32,1.0,100,-3.81010977028868,0.5879344128675784,0.5365191797288765,1,0.0786,-3.0547,0.1779,3.5435,0.0993,Red,Triangle,8,0.7,31,STM32_31
132,STM32,1.0,100,-2.4394948294861947,1.1293393080854242,0.6256801680926949,1,0.0786,-3.1199,0.1682,3.3117,0.0895999999999999,Red,Triangle,8,0.7,32,STM32_32
133,STM32,1.0,100,-3.2071376213521265,0.8763997056427411,0.6256883353689153,1,0.0786,-3.1628,0.1682,3.2576,0.0895999999999999,Red,Triangle,8,0.7,33,STM32_33
134,STM32,1.0,100,-3.082791353142601,0.7987226746260271,0.6256851105382785,1,0.0786,-3.2213,0.1682,3.2457000000000003,0.0895999999999999,Red,Triangle,8,0.7,34,STM32_34
135,STM32,1.0,100,-2.6971544569027537,1.0901720057769668,0.6256854952509692,1,0.0786,-3.2375,0.1682,3.2369,0.0895999999999999,Red,Triangle,8,0.7,35,STM32_35
136,STM32,1.0,100,-2.695681627189714,0.1274871809050984,0.6256828738749277,1,0.0786,-3.252,0.1682,3.2418,0.0895999999999999,Red,Triangle,8,0.7,36,STM32_36
137,STM32,1.0,100,-1.4669579615845798,0.4610245801356301,0.6256798383784339,1,0.0786,-3.271,0.1682,3.2465,0.0895999999999999,Red,Triangle,8,0.7,37,STM32_37
138,STM32,1.0,100,-2.547972733131457,1.0378337538560596,0.6256792324570113,1,0.0786,-3.2869,0.1682,3.2421,0.0895999999999999,Red,Triangle,8,0.7,38,STM32_38
139,STM32,1.0,100,-2.589733866311258,0.3504257157905097,0.6256737209610325,1,0.0786,-3.309,0.1682,3.2561,0.0895999999999999,Red,Triangle,8,0.7,39,STM32_39
140,STM32,1.0,100,-2.159812923279866,0.9746540939745714,0.6256714091425766,1,0.0786,-3.3173,0.1682,3.2624,0.0895999999999999,Red,Triangle,8,0.7,40,STM32_40
141,STM32,1.0,200,-2.150524304911066,0.8684253427186797,0.8069594016852673,1,0.0683,-5.061400000000001,0.1779,5.6238,0.1096,Red,Triangle,8,0.7,41,STM32_41
142,STM32,1.0,200,-2.703059843512748,0.3255133905818518,0.807022754366346,1,0.0683,-5.154100000000001,0.1779,5.31,0.1096,Red,Triangle,8,0.7,42,STM32_42
143,STM32,1.0,200,-1.958827103870643,0.8557469019555675,0.807035230142561,1,0.0683,-5.1955,0.1779,5.238,0.1096,Red,Triangle,8,0.7,43,STM32_43
144,STM32,1.0,200,-2.094771623318476,0.7633479924426265,0.8070357629145071,1,0.0683,-5.2318,0.1779,5.2197000000000005,0.1096,Red,Triangle,8,0.7,44,STM32_44
145,STM32,1.0,200,-2.7291396537433794,0.7013053784895932,0.8070403490366509,1,0.0683,-5.248,0.1779,5.1928,0.1096,Red,Triangle,8,0.7,45,STM32_45
146,STM32,1.0,200,-1.829813938097249,0.5246194161723737,0.8070404948763428,1,0.0683,-5.2654,0.1779,5.1845,0.1096,Red,Triangle,8,0.7,46,STM32_46
147,STM32,1.0,200,-1.8175509847917355,1.3668759537116657,0.8070391868857483,1,0.0683,-5.2775,0.1779,5.1848,0.1096,Red,Triangle,8,0.7,47,STM32_47
148,STM32,1.0,200,-2.025146438905794,0.9111297828065068,0.8070325910747342,1,0.0683,-5.3077,0.1779,5.1999,0.1096,Red,Triangle,8,0.7,48,STM32_48
149,STM32,1.0,200,-2.1603718128358684,1.1843291723488365,0.8070319149004683,1,0.0683,-5.3354,0.1779,5.1906,0.1096,Red,Triangle,8,0.7,49,STM32_49
150,STM32,1.0,200,-1.806221997310612,0.6567194875253027,0.8070253472333784,1,0.0683,-5.346500000000001,0.1779,5.214,0.1096,Red,Triangle,8,0.7,50,STM32_50
151,STM32,1.0,20,-2.0139408960657854,0.6546108546495086,0.5820057843198652,1,0.0683,-1.1809,0.1584,0.95494,0.0901,Red,Triangle,8,0.7,51,STM32_51
152,STM32,1.0,20,-2.778155141701332,0.2753122763495949,0.5820020953824808,1,0.0683,-1.1878000000000002,0.1584,0.96779,0.0901,Red,Triangle,8,0.7,52,STM32_52
153,STM32,1.0,20,-2.6072157076606075,1.0175577414496255,0.582000877262461,1,0.0683,-1.1831,0.1584,0.97511,0.0901,Red,Triangle,8,0.7,53,STM32_53
154,STM32,1.0,20,-2.8194244255041045,0.6499095198578483,0.5820006087312976,1,0.0683,-1.1774,0.1584,0.97878,0.0901,Red,Triangle,8,0.7,54,STM32_54
155,STM32,1.0,20,-2.5914635690883263,0.4811878951553495,0.5819953807166584,1,0.0683,-1.1826,0.1584,0.99901,0.0901,Red,Triangle,8,0.7,55,STM32_55
156,STM32,1.0,20,-1.91636088327388,0.4833928143802262,0.5819971778372041,1,0.0683,-1.1603,0.1584,1.0011,0.0901,Red,Triangle,8,0.7,56,STM32_56
157,STM32,1.0,20,-3.1117632349044237,1.1155624322427398,0.4919630021515698,1,0.0683,-1.199,0.1682,0.99102,0.0998999999999999,Red,Triangle,8,0.7,57,STM32_57
158,STM32,1.0,20,-2.9510533865104187,1.0355926648540654,0.4919613421612458,1,0.0683,-1.1983,0.1682,0.99848,0.0998999999999999,Red,Triangle,8,0.7,58,STM32_58
159,STM32,1.0,20,-3.333849062493576,0.2547832801351139,0.4919587045209634,1,0.0683,-1.2018,0.1682,1.0083,0.0998999999999999,Red,Triangle,8,0.7,59,STM32_59
160,STM32,1.0,20,-3.5463363812109434,0.9897126459153548,0.4461508598736165,1,0.0786,-1.1909999999999998,0.1682,1.0221,0.0895999999999999,Red,Triangle,8,0.7,60,STM32_60
161,STM32,1.0,400,-1.6142960840494196,0.5629070587119925,1.1155288340386909,1,0.0585,-8.168000000000001,0.198,8.5604,0.1395,Red,Triangle,8,0.7,61,STM32_61
162,STM32,1.0,400,-0.7103874394096783,0.9943646895992376,1.2055877295086834,1,0.0585,-8.3123,0.1882,8.3833,0.1297,Red,Triangle,8,0.7,62,STM32_62
163,STM32,1.0,400,-1.6281406104389924,0.8478430334263924,1.2055849565919232,1,0.0585,-8.3809,0.1882,8.365,0.1297,Red,Triangle,8,0.7,63,STM32_63
