Device,N_Points,PC1_Mean,PC1_Std,PC1_Min,PC1_Max,PC2_Mean,PC2_Std,PC2_Min,PC2_Max,PC1_Range,PC2_Range
Palmsens,220,1.3165972784392084,0.6049020023247725,-0.3326118736927451,2.866452118559501,-0.45731449846809163,0.6256958540183419,-1.4608601744049778,1.8045243309410364,3.1990639922522464,3.265384505346014
STM32,183,-2.4969004069891874,0.7545548746039992,-3.8520162124108985,-0.09067881893779,0.4255313433464311,0.5031733003160099,-1.0652425932409515,1.526476877993121,3.7613373934731085,2.5917194712340725
