Sample_ID,Device,Concentration_mM,Scan_Rate_mVs,PC1_Score,PC2_Score,Device_Prediction_Score,Actual_Device_Code,OX_Voltage_V,OX_Current_A,RED_Voltage_V,RED_Current_A,Peak_Separation_V,Color,Symbol,Symbol_Size,Alpha,Point_Index,Device_Point_ID
29,Palmsens,0.5,100,1.9225077647850608,-1.4608601744049778,0.5319631920489717,0,0.090370248,-17.519632,0.170432,17.216194,0.080061752,Blue,Circle,8,0.7,29,Palmsens_29
30,Palmsens,0.5,100,2.0797661076583367,-0.923720222910141,0.5319535975153623,0,0.090370248,-17.519632,0.170432,17.257528,0.080061752,Blue,Circle,8,0.7,30,Palmsens_30
31,Palmsens,0.5,100,2.281970252545429,-0.8403000036730417,0.5776332593817635,0,0.080362472,-14.250379,0.170432,13.643499,0.090069528,Blue,Circle,8,0.7,31,Palmsens_31
32,Palmsens,0.5,100,1.8068183704190257,-0.5134539370673784,0.5775890009650292,0,0.080362472,-14.290775,0.170432,13.816357,0.090069528,Blue,Circle,8,0.7,32,Palmsens_32
33,Palmsens,0.5,100,1.7683722276361866,-1.0891043232723392,0.577563669902471,0,0.080362472,-14.335867,0.170432,13.905604,0.090069528,Blue,Circle,8,0.7,33,Palmsens_33
34,Palmsens,0.5,100,1.9395194026963063,-1.1394866081162038,0.5775410844437998,0,0.080362472,-14.390355,0.170432,13.97888,0.090069528,Blue,Circle,8,0.7,34,Palmsens_34
35,Palmsens,0.5,100,2.549200542861204,-0.9458967170538136,0.5775288937401726,0,0.080362472,-14.41572,0.170432,14.020215,0.090069528,Blue,Circle,8,0.7,35,Palmsens_35
36,Palmsens,0.5,100,2.25052114216217,-0.9294349863915988,0.5775184542038776,0,0.080362472,-14.44954,0.170432,14.050278,0.090069528,Blue,Circle,8,0.7,36,Palmsens_36
37,Palmsens,0.5,100,1.9195292422551875,-0.7339100686277645,0.5775158374917913,0,0.080362472,-14.44954,0.170432,14.061551,0.090069528,Blue,Circle,8,0.7,37,Palmsens_37
38,Palmsens,0.5,100,2.69970892735736,-0.9192963413591422,0.5775098020639101,0,0.080362472,-14.446721,0.170432,14.088795,0.090069528,Blue,Circle,8,0.7,38,Palmsens_38
39,Palmsens,0.5,100,1.974230041673269,-1.292275584876051,0.5775079733513238,0,0.080362472,-14.43263,0.170432,14.102886,0.090069528,Blue,Circle,8,0.7,39,Palmsens_39
40,Palmsens,0.5,100,2.081032759614752,-0.8214437655859226,0.5775037854232592,0,0.080362472,-14.437327,0.170432,14.118857,0.090069528,Blue,Circle,8,0.7,40,Palmsens_40
41,Palmsens,0.5,100,1.8609869749354544,-1.1060050960578436,0.3040486859178966,0,0.100378032,-14.607366,0.190448,16.438336,0.090069968,Blue,Circle,8,0.7,41,Palmsens_41
42,Palmsens,0.5,100,1.1112570834360744,-1.1232308157617454,0.3040351578497395,0,0.100378032,-14.686279,0.190448,16.461823,0.090069968,Blue,Circle,8,0.7,42,Palmsens_42
43,Palmsens,0.5,100,1.0765105272825228,-1.082993030574384,0.25951871660031,0,0.110385808,-14.788678,0.190448,16.460882,0.080062192,Blue,Circle,8,0.7,43,Palmsens_43
44,Palmsens,0.5,100,1.5465892953838822,-1.1690157407864108,0.2595158440441105,0,0.110385808,-14.801831,0.190448,16.467458,0.080062192,Blue,Circle,8,0.7,44,Palmsens_44
45,Palmsens,0.5,100,1.4526324063238063,-0.9487507920061932,0.2595117919825153,0,0.110385808,-14.824377,0.190448,16.474974,0.080062192,Blue,Circle,8,0.7,45,Palmsens_45
46,Palmsens,0.5,100,1.933129655213417,-1.316069399793861,0.2595015519835141,0,0.110385808,-14.864773,0.190448,16.501278,0.080062192,Blue,Circle,8,0.7,46,Palmsens_46
47,Palmsens,0.5,100,1.4292712682857285,-0.7315739566599582,0.2594874895408876,0,0.110385808,-14.912684,0.190448,16.540736,0.080062192,Blue,Circle,8,0.7,47,Palmsens_47
48,Palmsens,0.5,100,1.2161766739369515,-0.7567100181673151,0.2594715237558695,0,0.110385808,-14.972808,0.190448,16.583009,0.080062192,Blue,Circle,8,0.7,48,Palmsens_48
49,Palmsens,0.5,100,0.7521642887069087,-1.1434430289509,0.2594534917097023,0,0.110385808,-15.025417,0.190448,16.637497,0.080062192,Blue,Circle,8,0.7,49,Palmsens_49
50,Palmsens,0.5,100,1.2969526725229512,-0.985120150049828,0.3039503511675432,0,0.100378032,-15.005689,0.190448,16.686348,0.090069968,Blue,Circle,8,0.7,50,Palmsens_50
81,Palmsens,1.0,100,0.8971957804575807,-0.9123325323804264,0.1757436656036962,0,0.110385808,-39.24984,0.200455,40.170492,0.0900691919999999,Blue,Circle,8,0.7,51,Palmsens_51
82,Palmsens,1.0,100,0.8364151066532777,-0.9618275208081212,0.1756576097295276,0,0.110385808,-39.494092,0.200455,40.433536,0.0900691919999999,Blue,Circle,8,0.7,52,Palmsens_52
83,Palmsens,1.0,100,0.826663434167387,-0.7504726124040679,0.1755901493256351,0,0.110385808,-39.663192,0.200455,40.649604,0.0900691919999999,Blue,Circle,8,0.7,53,Palmsens_53
84,Palmsens,1.0,100,0.880542922589451,-0.8947591847453634,0.1755346217366377,0,0.110385808,-39.907448,0.200455,40.781128,0.0900691919999999,Blue,Circle,8,0.7,54,Palmsens_54
85,Palmsens,1.0,100,1.1210006581125844,-0.8614893763639699,0.175468449102779,0,0.110385808,-40.170492,0.200455,40.950228,0.0900691919999999,Blue,Circle,8,0.7,55,Palmsens_55
86,Palmsens,1.0,100,0.7408212365933557,-1.3081563451791545,0.0834895442285099,0,0.110385808,-40.367776,0.210463,41.015988,0.100077192,Blue,Circle,8,0.7,56,Palmsens_56
87,Palmsens,1.0,100,0.8627840657810142,-1.0266725927944722,0.0834111800676667,0,0.110385808,-40.536872,0.210463,41.279032,0.100077192,Blue,Circle,8,0.7,57,Palmsens_57
88,Palmsens,1.0,100,0.6445957548296117,-0.5904806751037526,0.0833818707744041,0,0.110385808,-40.546268,0.210463,41.401156,0.100077192,Blue,Circle,8,0.7,58,Palmsens_58
89,Palmsens,1.0,100,0.1851053645271277,-0.9243247754246472,0.0833473075321494,0,0.110385808,-40.649604,0.210463,41.504496,0.100077192,Blue,Circle,8,0.7,59,Palmsens_59
90,Palmsens,1.0,100,0.9016322143014563,-1.0425203084388626,0.0833025445865072,0,0.110385808,-40.724764,0.210463,41.6642,0.100077192,Blue,Circle,8,0.7,60,Palmsens_60
91,Palmsens,1.0,100,1.9204408382666636,-0.6915132881629333,0.3601324371228929,0,0.090370248,-30.503644,0.190448,29.197822,0.100077752,Blue,Circle,8,0.7,61,Palmsens_61
92,Palmsens,1.0,100,1.346048070504459,-0.7120020757138088,0.3600940280788463,0,0.090370248,-30.644562,0.190448,29.30116,0.100077752,Blue,Circle,8,0.7,62,Palmsens_62
93,Palmsens,1.0,100,1.0586760687248138,-0.9557856711965412,0.3600763942811216,0,0.090370248,-30.710322,0.190448,29.348134,0.100077752,Blue,Circle,8,0.7,63,Palmsens_63
94,Palmsens,1.0,100,1.0560350473472409,-0.9821740263248152,0.3600406128256309,0,0.090370248,-30.804264,0.190448,29.460864,0.100077752,Blue,Circle,8,0.7,64,Palmsens_64
95,Palmsens,1.0,100,1.4542952080307054,-0.8492240040079555,0.3600220176697831,0,0.090370248,-30.879422,0.190448,29.507836,0.100077752,Blue,Circle,8,0.7,65,Palmsens_65
96,Palmsens,1.0,100,1.603900213623764,-1.0384931317593955,0.3600176560961023,0,0.090370248,-30.879422,0.190448,29.526626,0.100077752,Blue,Circle,8,0.7,66,Palmsens_66
97,Palmsens,1.0,100,1.3214856273076845,-0.7003318504865063,0.3600101525547093,0,0.090370248,-30.888816,0.190448,29.55481,0.100077752,Blue,Circle,8,0.7,67,Palmsens_67
98,Palmsens,1.0,100,1.5054091123846451,-0.9267978479497108,0.3600118178566538,0,0.090370248,-30.851238,0.190448,29.564204,0.100077752,Blue,Circle,8,0.7,68,Palmsens_68
99,Palmsens,1.0,100,1.2128909763873013,-0.5386154086772008,0.360021244224035,0,0.090370248,-30.823056,0.190448,29.53602,0.100077752,Blue,Circle,8,0.7,69,Palmsens_69
100,Palmsens,1.0,100,1.254672399188092,-0.9521388684500176,0.3600291936660907,0,0.090370248,-30.766688,0.190448,29.526626,0.100077752,Blue,Circle,8,0.7,70,Palmsens_70
101,Palmsens,1.0,100,0.8666533097483489,-1.033702213162663,0.3588349857573416,0,0.090370248,-34.082912,0.190448,33.209234,0.100077752,Blue,Circle,8,0.7,71,Palmsens_71
102,Palmsens,1.0,100,1.1440256002997071,-0.4514057025816784,0.3588099184941367,0,0.090370248,-34.24262,0.190448,33.24681,0.100077752,Blue,Circle,8,0.7,72,Palmsens_72
103,Palmsens,1.0,100,1.4039326169377866,-1.237051672305943,0.3587804207145131,0,0.090370248,-34.317772,0.190448,33.340754,0.100077752,Blue,Circle,8,0.7,73,Palmsens_73
104,Palmsens,1.0,100,1.740080587319145,-1.1427674100689198,0.3587770892370068,0,0.090370248,-34.392932,0.190448,33.321968,0.100077752,Blue,Circle,8,0.7,74,Palmsens_74
105,Palmsens,1.0,100,1.2631082934974112,-0.9714119377034228,0.3587461143273712,0,0.090370248,-34.4399,0.190448,33.434702,0.100077752,Blue,Circle,8,0.7,75,Palmsens_75
106,Palmsens,1.0,100,1.2737001380340218,-1.1645612716258449,0.3587102624414654,0,0.090370248,-34.449296,0.190448,33.585012,0.100077752,Blue,Circle,8,0.7,76,Palmsens_76
107,Palmsens,1.0,100,1.2850908174368536,-0.5928780343837525,0.3587473341928971,0,0.090370248,-34.449296,0.190448,33.425304,0.100077752,Blue,Circle,8,0.7,77,Palmsens_77
108,Palmsens,1.0,100,1.5581841928313518,-0.8719470996130732,0.3587393149344861,0,0.090370248,-34.421112,0.190448,33.472278,0.100077752,Blue,Circle,8,0.7,78,Palmsens_78
109,Palmsens,1.0,100,1.161252500569471,-1.113253692449125,0.3587443795234999,0,0.090370248,-34.392932,0.190448,33.462884,0.100077752,Blue,Circle,8,0.7,79,Palmsens_79
110,Palmsens,1.0,100,1.165875474654451,-0.701728971023061,0.35874918720253,0,0.090370248,-34.345956,0.190448,33.462884,0.100077752,Blue,Circle,8,0.7,80,Palmsens_80
111,Palmsens,1.0,100,1.3758966961937975,-0.9054944931859636,0.360830549091828,0,0.090370248,-28.220804,0.190448,27.196812,0.100077752,Blue,Circle,8,0.7,81,Palmsens_81
112,Palmsens,1.0,100,1.4438659246560643,-0.681934947469992,0.3608044505992738,0,0.090370248,-28.305354,0.190448,27.271968,0.100077752,Blue,Circle,8,0.7,82,Palmsens_82
113,Palmsens,1.0,100,1.3954157706608343,-1.025528833653113,0.3607848944398052,0,0.090370248,-28.389902,0.190448,27.31894,0.100077752,Blue,Circle,8,0.7,83,Palmsens_83
114,Palmsens,1.0,100,1.2756431500994347,-1.0253399180607126,0.3607628993279573,0,0.090370248,-28.455664,0.190448,27.384702,0.100077752,Blue,Circle,8,0.7,84,Palmsens_84
115,Palmsens,1.0,100,1.256576899417028,-0.9532817519458002,0.3607559119678263,0,0.090370248,-28.502636,0.190448,27.394094,0.100077752,Blue,Circle,8,0.7,85,Palmsens_85
116,Palmsens,1.0,100,1.6034986870283756,-1.0314959134522257,0.3607433431684887,0,0.090370248,-28.540212,0.190448,27.431674,0.100077752,Blue,Circle,8,0.7,86,Palmsens_86
117,Palmsens,1.0,100,1.546912336064889,-0.8066889384882233,0.3607370590283774,0,0.090370248,-28.559002,0.190448,27.450462,0.100077752,Blue,Circle,8,0.7,87,Palmsens_87
118,Palmsens,1.0,100,1.2502546655280145,-0.861045736223991,0.360741420137814,0,0.090370248,-28.559002,0.190448,27.431674,0.100077752,Blue,Circle,8,0.7,88,Palmsens_88
119,Palmsens,1.0,100,1.4887247817093017,-0.5596118084944433,0.3607402014603339,0,0.090370248,-28.549608,0.190448,27.441066,0.100077752,Blue,Circle,8,0.7,89,Palmsens_89
120,Palmsens,1.0,100,1.2811353477592675,-0.7306841184157195,0.3607399432673596,0,0.090370248,-28.53082,0.190448,27.450462,0.100077752,Blue,Circle,8,0.7,90,Palmsens_90
121,Palmsens,1.0,100,2.016410102093817,-0.7442417780535813,0.5880409201150295,0,0.080362472,-32.852246,0.170432,30.249996,0.090069528,Blue,Circle,8,0.7,91,Palmsens_91
122,Palmsens,1.0,100,1.81984629945556,-1.0664673203761004,0.5879939072625578,0,0.080362472,-32.842854,0.170432,30.456672,0.090069528,Blue,Circle,8,0.7,92,Palmsens_92
123,Palmsens,1.0,100,1.759712880389248,-0.9861608881423548,0.5879689585596168,0,0.080362472,-32.852246,0.170432,30.560012,0.090069528,Blue,Circle,8,0.7,93,Palmsens_93
124,Palmsens,1.0,100,2.275416448795903,-0.8822155579902433,0.5879379835001656,0,0.080362472,-32.89922,0.170432,30.672744,0.090069528,Blue,Circle,8,0.7,94,Palmsens_94
125,Palmsens,1.0,100,2.866452118559501,-0.92074532732771,0.5879050853551687,0,0.080362472,-32.96498,0.170432,30.785478,0.090069528,Blue,Circle,8,0.7,95,Palmsens_95
126,Palmsens,1.0,100,1.866809161526032,-1.0060905770940023,0.5878724451984595,0,0.080362472,-33.04953,0.170432,30.888816,0.090069528,Blue,Circle,8,0.7,96,Palmsens_96
127,Palmsens,1.0,100,2.095597739600878,-1.1311795517170395,0.5878354439323138,0,0.080362472,-33.13408,0.170432,31.010942,0.090069528,Blue,Circle,8,0.7,97,Palmsens_97
128,Palmsens,1.0,100,1.8039856108308727,-1.0571423126303694,0.5878059459480036,0,0.080362472,-33.209234,0.170432,31.104886,0.090069528,Blue,Circle,8,0.7,98,Palmsens_98
129,Palmsens,1.0,100,2.364526347713942,-1.079565501840378,0.5877767054877371,0,0.080362472,-33.303178,0.170432,31.189436,0.090069528,Blue,Circle,8,0.7,99,Palmsens_99
130,Palmsens,1.0,100,1.5375527468262888,-0.855889591291101,0.5877534914388516,0,0.080362472,-33.359544,0.170432,31.264592,0.090069528,Blue,Circle,8,0.7,100,Palmsens_100
181,Palmsens,5.0,100,0.969944973346734,-0.6391823249424703,0.2234028228688026,0,0.060346908,-128.703392,0.230479,122.954016,0.1701320919999999,Blue,Circle,8,0.7,101,Palmsens_101
182,Palmsens,5.0,100,1.1648751003391378,-0.3541315530417713,0.2233747014816648,0,0.060346908,-129.276464,0.230479,122.822496,0.1701320919999999,Blue,Circle,8,0.7,102,Palmsens_102
183,Palmsens,5.0,100,1.248912798841914,-0.7125851689697618,0.1313312404915851,0,0.060346908,-129.661624,0.240486,123.123112,0.180139092,Blue,Circle,8,0.7,103,Palmsens_103
184,Palmsens,5.0,100,0.9990356355947668,-0.5827218896024353,0.1312534606760694,0,0.060346908,-129.952848,0.240486,123.329792,0.180139092,Blue,Circle,8,0.7,104,Palmsens_104
185,Palmsens,5.0,100,0.6191317635721256,-0.5944529434552923,0.2232299760908603,0,0.060346908,-129.774352,0.230479,123.226464,0.1701320919999999,Blue,Circle,8,0.7,105,Palmsens_105
186,Palmsens,5.0,100,1.16538324169858,-0.5482037760775241,0.2233464431375396,0,0.060346908,-129.680424,0.230479,122.766128,0.1701320919999999,Blue,Circle,8,0.7,106,Palmsens_106
187,Palmsens,5.0,100,0.6437356037508406,-0.395307894148253,0.2233240503498225,0,0.060346908,-129.558288,0.230479,122.916448,0.1701320919999999,Blue,Circle,8,0.7,107,Palmsens_107
188,Palmsens,5.0,100,0.8630322195124205,-0.7322614973765921,0.1313484747712611,0,0.060346908,-129.407984,0.240486,123.160696,0.180139092,Blue,Circle,8,0.7,108,Palmsens_108
189,Palmsens,5.0,100,1.082569279784068,-0.6078817796971635,0.131312555799594,0,0.060346908,-129.332824,0.240486,123.348576,0.180139092,Blue,Circle,8,0.7,109,Palmsens_109
190,Palmsens,5.0,100,0.7465683474179844,-0.2314088230312216,0.1313021669809886,0,0.060346908,-129.370392,0.240486,123.376768,0.180139092,Blue,Circle,8,0.7,110,Palmsens_110
191,Palmsens,5.0,100,1.4778037456988942,-0.3273149142899818,0.2688981330943998,0,0.03032357,-118.529256,0.240486,110.590976,0.21016243,Blue,Circle,8,0.7,111,Palmsens_111
192,Palmsens,5.0,100,1.0425895385847832,-0.145785118877006,0.2688449958636887,0,0.03032357,-119.02716,0.240486,110.600368,0.21016243,Blue,Circle,8,0.7,112,Palmsens_112
193,Palmsens,5.0,100,1.330637467332314,-0.5528831147204261,0.2688067264924264,0,0.03032357,-119.337168,0.240486,110.628552,0.21016243,Blue,Circle,8,0.7,113,Palmsens_113
194,Palmsens,5.0,100,1.0714882305080842,-0.6495066512887993,0.2687690202041554,0,0.03032357,-119.449904,0.240486,110.741288,0.21016243,Blue,Circle,8,0.7,114,Palmsens_114
195,Palmsens,5.0,100,1.697367639871204,-1.0024078755861552,0.2688031163234851,0,0.03032357,-119.074128,0.240486,110.76008,0.21016243,Blue,Circle,8,0.7,115,Palmsens_115
196,Palmsens,5.0,100,1.457080210938893,-0.5051608608086988,0.2689056773182857,0,0.03032357,-119.15868,0.240486,110.28096,0.21016243,Blue,Circle,8,0.7,116,Palmsens_116
197,Palmsens,5.0,100,0.979559194659956,-1.025045509713912,0.268928186290175,0,0.03032357,-119.130496,0.240486,110.196416,0.21016243,Blue,Circle,8,0.7,117,Palmsens_117
198,Palmsens,5.0,100,1.490450958542957,-0.4034870707044695,0.2689819795395453,0,0.03032357,-118.839272,0.240486,110.093072,0.21016243,Blue,Circle,8,0.7,118,Palmsens_118
199,Palmsens,5.0,100,1.1480110006510509,-0.6011475771142032,0.2690068592448776,0,0.03032357,-118.74532,0.240486,110.027312,0.21016243,Blue,Circle,8,0.7,119,Palmsens_119
200,Palmsens,5.0,100,0.9107723388858427,-0.7592517347358496,0.2689967283196153,0,0.03032357,-118.801688,0.240486,110.046104,0.21016243,Blue,Circle,8,0.7,120,Palmsens_120
201,Palmsens,5.0,100,0.5397649721428734,-0.2841357749252176,0.1288981036132927,0,0.060346908,-134.856,0.240486,131.31504,0.180139092,Blue,Circle,8,0.7,121,Palmsens_121
202,Palmsens,5.0,100,1.292398896674625,-0.5609864716044154,0.1288602190479201,0,0.060346908,-135.354,0.240486,131.25868,0.180139092,Blue,Circle,8,0.7,122,Palmsens_122
203,Palmsens,5.0,100,0.5787297649852039,-0.6345603962169635,0.1288012135289029,0,0.060346908,-135.824,0.240486,131.305656,0.180139092,Blue,Circle,8,0.7,123,Palmsens_123
204,Palmsens,5.0,100,0.9205271332816434,-0.2421931549568262,0.1287303251966133,0,0.060346908,-135.984,0.240486,131.540504,0.180139092,Blue,Circle,8,0.7,124,Palmsens_124
205,Palmsens,5.0,100,0.6929289438103255,-0.5470423875678092,0.1732154612701519,0,0.050339128,-136.275,0.240486,131.502936,0.190146872,Blue,Circle,8,0.7,125,Palmsens_125
206,Palmsens,5.0,100,0.7751804048657096,-0.5823671405033843,0.1288087149801368,0,0.060346908,-136.049,0.240486,131.174136,0.180139092,Blue,Circle,8,0.7,126,Palmsens_126
207,Palmsens,5.0,100,0.939840038404886,-0.5049659462152665,0.1287230334359863,0,0.060346908,-136.247,0.240486,131.45596,0.180139092,Blue,Circle,8,0.7,127,Palmsens_127
208,Palmsens,5.0,100,0.6639492217588103,-0.5376497343808962,0.1287170896813458,0,0.060346908,-136.369,0.240486,131.427776,0.180139092,Blue,Circle,8,0.7,128,Palmsens_128
209,Palmsens,5.0,100,0.8937682869502502,-0.2735032568566004,0.1286737505308114,0,0.060346908,-136.622,0.240486,131.502936,0.180139092,Blue,Circle,8,0.7,129,Palmsens_129
210,Palmsens,5.0,100,0.6623734393652185,-0.4330372826913536,0.0365597840164237,0,0.060346908,-136.754,0.250494,132.179336,0.190147092,Blue,Circle,8,0.7,130,Palmsens_130
211,Palmsens,5.0,100,1.2381978799404874,-0.6731096383881378,0.2267315030065984,0,0.040331348,-111.117064,0.240486,103.780032,0.200154652,Blue,Circle,8,0.7,131,Palmsens_131
212,Palmsens,5.0,100,1.3580634046124684,-0.6890734932546245,0.2267465291951128,0,0.040331348,-111.417688,0.240486,103.582752,0.200154652,Blue,Circle,8,0.7,132,Palmsens_132
213,Palmsens,5.0,100,0.7961588024218714,-0.7873044118456001,0.2266671751162702,0,0.040331348,-112.150456,0.240486,103.601536,0.200154652,Blue,Circle,8,0.7,133,Palmsens_133
214,Palmsens,5.0,100,0.8027986681141106,-0.1886839440222583,0.226612282064112,0,0.040331348,-112.281976,0.240486,103.780032,0.200154652,Blue,Circle,8,0.7,134,Palmsens_134
215,Palmsens,5.0,100,1.087179997656528,-0.6385325572945724,0.2265861851141059,0,0.040331348,-112.36652,0.240486,103.855184,0.200154652,Blue,Circle,8,0.7,135,Palmsens_135
216,Palmsens,5.0,100,1.590274189288428,-0.3321605171798799,0.2265777886382125,0,0.040331348,-112.469864,0.240486,103.845792,0.200154652,Blue,Circle,8,0.7,136,Palmsens_136
217,Palmsens,5.0,100,1.2859037085764315,-0.6935144812307346,0.2265200827059757,0,0.040331348,-112.714112,0.240486,103.986704,0.200154652,Blue,Circle,8,0.7,137,Palmsens_137
218,Palmsens,5.0,100,0.8382698551231644,-0.6010723025504334,0.2709513258612874,0,0.03032357,-113.212016,0.240486,104.090048,0.21016243,Blue,Circle,8,0.7,138,Palmsens_138
219,Palmsens,5.0,100,0.7227424747318152,-0.1668509915251789,0.27089542244754,0,0.03032357,-113.5878,0.240486,104.1652,0.21016243,Blue,Circle,8,0.7,139,Palmsens_139
220,Palmsens,5.0,100,0.9544762088601776,-0.7465816042334619,0.2708936191103042,0,0.03032357,-113.456272,0.240486,104.23096,0.21016243,Blue,Circle,8,0.7,140,Palmsens_140
221,Palmsens,5.0,100,1.5849523983561826,-0.7193939403612787,0.5396821231518998,0,0.03032357,-134.828,0.210463,125.105344,0.18013943,Blue,Circle,8,0.7,141,Palmsens_141
222,Palmsens,5.0,100,2.2257098108091835,-0.2206658263404862,0.5396968111814251,0,0.03032357,-135.345,0.210463,124.81412,0.18013943,Blue,Circle,8,0.7,142,Palmsens_142
223,Palmsens,5.0,100,2.021093528131221,-0.0666702776939323,0.5396786208254039,0,0.03032357,-135.608,0.210463,124.776528,0.18013943,Blue,Circle,8,0.7,143,Palmsens_143
