device,concentration,scan_rate,electrode,scan_number,filename,ox_voltage,ox_current,ox_confidence,red_voltage,red_current,red_confidence,peak_separation_voltage,peak_separation_current,current_ratio,midpoint_potential
STM32,0.0,50.0,E1,5,Pipot_Ferro-5_0mM_50mVpS_E1_scan_05,0.2083,9.3055,97.63985289309834,0.0585,-9.8914,100.0,0.14980000000000002,19.1969,-0.9407667266514346,0.13340000000000002
STM32,0.0,50.0,E1,6,Pipot_Ferro-5_0mM_50mVpS_E1_scan_06,0.198,9.2097,93.00133668432494,0.0585,-9.9195,100.0,0.1395,19.129199999999997,-0.9284439739906246,0.12825
STM32,0.0,50.0,E1,7,Pipot_Ferro-5_0mM_50mVpS_E1_scan_07,0.2083,9.2805,93.27567638452462,0.0585,-9.9039,100.0,0.14980000000000002,19.1844,-0.9370550995062551,0.13340000000000002
STM32,0.0,50.0,E1,8,Pipot_Ferro-5_0mM_50mVpS_E1_scan_08,0.198,9.2077,96.3152738517777,0.0585,-9.7749,100.0,0.1395,18.9826,-0.9419738309343318,0.12825
STM32,0.0,50.0,E1,9,Pipot_Ferro-5_0mM_50mVpS_E1_scan_09,0.2083,9.231,96.66935497590282,0.0585,-9.7486,100.0,0.14980000000000002,18.979599999999998,-0.9469051966436206,0.13340000000000002
STM32,0.0,50.0,E1,10,Pipot_Ferro-5_0mM_50mVpS_E1_scan_10,0.2083,9.229,95.94548170534381,0.0585,-9.8648,100.0,0.14980000000000002,19.0938,-0.9355486173059767,0.13340000000000002
STM32,0.0,50.0,E1,11,Pipot_Ferro-5_0mM_50mVpS_E1_scan_11,0.2083,9.306,98.42347998312253,0.0585,-9.9517,100.0,0.14980000000000002,19.2577,-0.9351166132419585,0.13340000000000002
STM32,0.0,100.0,E2,2,Pipot_Ferro_5_0mM_100mVpS_E2_scan_02,0.2181,147.62,89.77771636797623,0.0384,-139.92000000000002,100.0,0.1797,287.54,-1.0550314465408803,0.12825
STM32,0.0,100.0,E2,3,Pipot_Ferro_5_0mM_100mVpS_E2_scan_03,0.2181,142.37,100.0,0.0384,-144.03,100.0,0.1797,286.4,-0.9884746233423592,0.12825
STM32,0.0,100.0,E2,4,Pipot_Ferro_5_0mM_100mVpS_E2_scan_04,0.2083,141.76,94.38208457554902,0.0287,-146.61,100.0,0.1796,288.37,-0.9669190369006205,0.11850000000000001
STM32,0.0,100.0,E2,5,Pipot_Ferro_5_0mM_100mVpS_E2_scan_05,0.2083,141.73000000000002,90.4789638371283,0.0287,-148.38000000000002,100.0,0.1796,290.11,-0.9551826391696994,0.11850000000000001
