Voltage(V),Current(uA)
-0.40001,-32.974374
-0.390003,-28.455664
-0.379995,-24.434856
-0.369987,-20.921348
-0.359979,-17.886954
-0.349972,-15.284702
-0.339964,-13.095805
-0.329956,-11.263896
-0.319948,-9.76079
-0.30994,-8.530123
-0.299933,-7.554044
-0.289925,-6.775247
-0.279917,-6.153337
-0.269909,-5.659192
-0.259902,-5.265566
-0.249894,-4.953672
-0.239886,-4.70472
-0.229878,-4.514013
-0.21987,-4.356187
-0.209863,-4.224665
-0.199855,-4.11569
-0.189847,-4.020806
-0.179839,-3.936257
-0.169832,-3.860162
-0.159824,-3.788765
-0.149816,-3.724883
-0.139808,-3.660061
-0.129800904,-3.593361
-0.11979312,-3.531358
-0.109785344,-3.471234
-0.09977756,-3.401715
-0.089769784,-3.337833
-0.079762,-3.265496
-0.069754224,-3.19128
-0.05974644,-3.115185
-0.049738664,-3.032515
-0.039730884,-2.940449
-0.029723104,-2.843687
-0.019715326,-2.73753
-0.009707546,-2.621979
0.000300233,-2.487639
0.010308012,-2.322297
0.020315792,-2.118439
0.03032357,-1.37628
0.040331348,-1.46083
0.050339128,-1.039961
0.060346908,-0.431203
0.070354688,0.393625
0.080362472,1.479055
0.090370248,2.861724
0.100378032,4.618291
0.110385808,6.660636
0.120393584,8.942537
0.13040136,11.349385
0.140409,13.696108
0.150416,15.804213
0.160424,17.469842
0.170432,18.568048
0.18044,19.031192
0.190448,18.904368
0.200455,18.339766
0.210463,17.527148
0.220471,16.613072
0.230479,15.695239
0.240486,14.815921
0.250494,14.020215
0.260502,13.295907
0.27051,12.654268
0.280518,12.068997
0.290525,11.550426
0.300533,11.076008
0.310541,10.639168
0.320549,10.254936
0.330556,9.914859
0.340564,9.61142
0.350572,9.338981
0.36058,9.097545
0.370588,8.879595
0.380595,8.678555
0.390603,8.498182
0.400611,8.33378
0.410619,8.189105
0.420626,8.052887
0.430634,7.928881
0.440642,7.823663
0.45065,7.719385
0.460658,7.632017
0.470665,7.555922
0.480673,7.487343
0.490681,7.427219
0.500689,7.376489
0.510696,7.340791
0.520704,7.303213
0.530712,7.276909
0.54072,7.262817
0.550728,7.255301
0.560735,7.253423
0.570743,7.264696
0.580751,7.286303
0.590759,7.313547
0.600766,7.351124
0.610774,7.405612
0.620782,7.467615
0.63079,7.54277
0.640798,7.639533
0.650805,7.749447
0.660813,7.875332
0.670821,8.026582
0.680829,8.19944
0.690837,8.397662
0.700844,8.628764
0.690837,7.226179
0.680829,6.3835
0.670821,5.753135
0.660813,5.253353
0.650805,4.834362
0.640798,4.480193
0.63079,4.177693
0.620782,3.912771
0.610774,3.679789
0.600766,3.472173
0.590759,3.285224
0.580751,3.121762
0.570743,2.971451
0.560735,2.83899
0.550728,2.714984
0.54072,2.598493
0.530712,2.492336
0.520704,2.40215
0.510696,2.307266
0.500689,2.227414
0.490681,2.146622
0.480673,2.078982
0.470665,2.008524
0.460658,1.942763
0.45065,1.882639
0.440642,1.83003
0.430634,1.772724
0.420626,1.719176
0.410619,1.673144
0.400611,1.618656
0.390603,1.574502
0.380595,1.532228
0.370588,1.487134
0.36058,1.44392
0.350572,1.398827
0.340564,1.351855
0.330556,1.308641
0.320549,1.256971
0.310541,1.20906
0.300533,1.139541
0.290525,1.066265
0.280518,0.966496
0.27051,0.859964
0.260502,0.728066
0.250494,0.553048
0.240486,0.316779
0.230479,-0.001690993
0.220471,-0.459762
0.210463,-1.092287
0.200455,-1.954506
0.190448,-3.00762
0.18044,-4.574137
0.170432,-6.395713
0.160424,-8.516032
0.150416,-10.846784
0.140409,-13.253632
0.13040136,-15.55902
0.120393584,-17.567544
0.110385808,-19.095076
0.100378032,-20.011028
0.090370248,-20.305074
0.080362472,-20.039212
0.070354688,-19.3863
0.060346908,-18.53329
0.050339128,-17.620154
0.040331348,-16.725805
0.03032357,-15.89346
0.020315792,-15.133453
0.010308012,-14.460813
0.000300233,-13.859571
-0.009707546,-13.333484
-0.019715326,-12.864704
-0.029723104,-12.455107
-0.039730884,-12.086846
-0.049738664,-11.764618
-0.05974644,-11.471512
-0.069754224,-11.20753
-0.079762,-10.966094
-0.089769784,-10.753779
-0.09977756,-10.562133
-0.109785344,-10.397731
-0.11979312,-10.271846
-0.129800904,-10.194812
-0.139808,-10.074564
-0.149816,-9.884796
-0.159824,-9.726031
-0.169832,-9.591691
-0.179839,-9.467685
-0.189847,-9.387832
-0.199855,-9.294828
-0.209863,-9.216854
-0.21987,-9.178337
-0.229878,-9.157669
-0.239886,-9.168004
-0.249894,-9.232825
-0.259902,-9.331466
-0.269909,-9.520294
-0.279917,-9.774882
-0.289925,-10.151597
-0.299933,-10.66923
-0.30994,-11.373811
-0.319948,-12.311372
-0.329956,-13.550495
-0.339964,-15.124058
-0.349972,-17.007638
-0.359979,-19.317724
-0.369987,-22.024252
-0.379995,-25.211774
-0.390003,-28.925384
