Voltage(V),Current(uA)
-0.40001,-33.885632
-0.390003,-28.878412
-0.379995,-24.791844
-0.369987,-21.325306
-0.359979,-18.384858
-0.349972,-15.857762
-0.339964,-13.753414
-0.329956,-12.006054
-0.319948,-10.559315
-0.30994,-9.375619
-0.299933,-8.394843
-0.289925,-7.604774
-0.279917,-6.946225
-0.269909,-6.400411
-0.259902,-5.934448
-0.249894,-5.551156
-0.239886,-5.219533
-0.229878,-4.936761
-0.21987,-4.696265
-0.209863,-4.493345
-0.199855,-4.320488
-0.189847,-4.172056
-0.179839,-4.044292
-0.169832,-3.935317
-0.159824,-3.83104
-0.149816,-3.737095
-0.139808,-3.641272
-0.129800904,-3.550147
-0.11979312,-3.45996
-0.109785344,-3.372592
-0.09977756,-3.287103
-0.089769784,-3.198796
-0.079762,-3.111428
-0.069754224,-3.017484
-0.05974644,-2.927297
-0.049738664,-2.825838
-0.039730884,-2.713105
-0.029723104,-2.585341
-0.019715326,-2.434091
-0.009707546,-2.254658
0.000300233,-2.029192
0.010308012,-1.723874
0.020315792,-1.27576
0.03032357,-0.768462
0.040331348,-0.0206677
0.050339128,0.995807
0.060346908,2.368894
0.070354688,3.043882
0.080362472,6.513143
0.090370248,9.325829
0.100378032,12.588507
0.110385808,16.14711
0.120393584,19.815626
0.13040136,23.339468
0.140409,26.391712
0.150416,28.709314
0.160424,30.080896
0.170432,30.456672
0.18044,29.930586
0.190448,28.765678
0.200455,27.262572
0.210463,25.67492
0.220471,24.171814
0.230479,22.80023
0.240486,21.578956
0.250494,20.517388
0.260502,19.596736
0.27051,18.788818
0.280518,18.056054
0.290525,17.398444
0.300533,16.797202
0.310541,16.252326
0.320549,15.782607
0.330556,15.369252
0.340564,15.002871
0.350572,14.683461
0.36058,14.401628
0.370588,14.147979
0.380595,13.922514
0.390603,13.725231
0.400611,13.556131
0.410619,13.405821
0.420626,13.283694
0.430634,13.170961
0.440642,13.086411
0.45065,13.011256
0.460658,12.95489
0.470665,12.926706
0.480673,12.889129
0.490681,12.889129
0.500689,12.889129
0.510696,12.907917
0.520704,12.95489
0.530712,13.02065
0.54072,13.095805
0.550728,13.18975
0.560735,13.283694
0.570743,13.377638
0.580751,13.480976
0.590759,13.584315
0.600766,13.715837
0.610774,13.847358
0.620782,14.007063
0.63079,14.194951
0.640798,14.401628
0.650805,14.636489
0.660813,14.899532
0.670821,15.190759
0.680829,15.528958
0.690837,15.914129
0.700844,16.336876
0.690837,13.152172
0.680829,11.310868
0.670821,9.958073
0.660813,8.877716
0.650805,7.958943
0.640798,7.175449
0.63079,6.495294
0.620782,5.895931
0.610774,5.371723
0.600766,4.897305
0.590759,4.46986
0.580751,4.078112
0.570743,3.723943
0.560735,3.397957
0.550728,3.085123
0.54072,2.790139
0.530712,2.513943
0.520704,2.266871
0.510696,2.053617
0.500689,1.883579
0.490681,1.736086
0.480673,1.598928
0.470665,1.471164
0.460658,1.334006
0.45065,1.216575
0.440642,1.101964
0.430634,0.992049
0.420626,0.875183
0.410619,0.776823
0.400611,0.690395
0.390603,0.598517
0.380595,0.51284
0.370588,0.431485
0.36058,0.354075
0.350572,0.280141
0.340564,0.207898
0.330556,0.134903
0.320549,0.060406052
0.310541,-0.018882762
0.300533,-0.106438656
0.290525,-0.208367
0.280518,-0.327395
0.27051,-0.469626
0.260502,-0.64145
0.250494,-0.841739
0.240486,-1.082705
0.230479,-1.395163
0.220471,-1.833694
0.210463,-2.450531
0.200455,-3.043131
0.190448,-4.495224
0.18044,-6.09885
0.170432,-8.191924
0.160424,-10.795115
0.150416,-13.868966
0.140409,-17.332684
0.13040136,-20.978652
0.120393584,-24.572954
0.110385808,-27.803692
0.100378032,-30.419096
0.090370248,-32.147664
0.080362472,-32.842854
0.070354688,-32.570416
0.060346908,-31.527636
0.050339128,-30.043318
0.040331348,-28.40869
0.03032357,-26.821036
0.020315792,-25.346116
0.010308012,-24.040292
0.000300233,-22.894174
-0.009707546,-21.888972
-0.019715326,-21.015292
-0.029723104,-20.254344
-0.039730884,-19.596736
-0.049738664,-19.033072
-0.05974644,-18.525774
-0.069754224,-18.084238
-0.079762,-17.689672
-0.089769784,-17.332684
-0.09977756,-17.022668
-0.109785344,-16.722047
-0.11979312,-16.468398
-0.129800904,-16.242933
-0.139808,-16.055044
-0.149816,-15.885945
-0.159824,-15.72624
-0.169832,-15.547746
-0.179839,-15.388041
-0.189847,-15.25652
-0.199855,-15.134393
-0.209863,-15.031054
-0.21987,-14.946504
-0.229878,-14.880743
-0.239886,-14.843165
-0.249894,-14.833771
-0.259902,-14.861955
-0.269909,-14.93711
-0.279917,-15.078026
-0.289925,-15.284702
-0.299933,-15.594718
-0.30994,-16.008072
-0.319948,-16.590525
-0.329956,-17.379656
-0.339964,-18.413042
-0.349972,-19.765836
-0.359979,-21.52259
-0.369987,-23.739672
-0.379995,-26.501626
-0.390003,-29.855432
