Voltage(V),Current(uA)
-0.40001,-40.198676
-0.390003,-34.054728
-0.379995,-28.540212
-0.369987,-23.692698
-0.359979,-19.47461
-0.349972,-15.914129
-0.339964,-12.926706
-0.329956,-10.446582
-0.319948,-8.483151
-0.30994,-6.90489
-0.299933,-5.666707
-0.289925,-4.694386
-0.279917,-3.943772
-0.269909,-3.361319
-0.259902,-2.915085
-0.249894,-2.577825
-0.239886,-2.319479
-0.229878,-2.127833
-0.21987,-1.979402
-0.209863,-1.86479
-0.199855,-1.767088
-0.189847,-1.685356
-0.179839,-1.617717
-0.169832,-1.553835
-0.159824,-1.497468
-0.149816,-1.434526
-0.139808,-1.380038
-0.129800904,-1.318035
-0.11979312,-1.254153
-0.109785344,-1.187453
-0.09977756,-1.120752
-0.089769784,-1.054052
-0.079762,-0.964523
-0.069754224,-0.88655
-0.05974644,-0.802094
-0.049738664,-0.713787
-0.039730884,-0.619467
-0.029723104,-0.521483
-0.019715326,-0.417487
-0.009707546,-0.30419
0.000300233,-0.182909
0.010308012,-0.04499922
0.020315792,0.1112298
0.03032357,0.29799
0.040331348,0.53332
0.050339128,0.831874
0.060346908,1.216669
0.070354688,1.718519
0.080362472,2.365136
0.090370248,3.032984
0.100378032,4.170178
0.110385808,5.338842
0.120393584,6.588298
0.13040136,7.833057
0.140409,8.925628
0.150416,9.74388
0.160424,10.223935
0.170432,10.360154
0.18044,10.220177
0.190448,9.886675
0.200455,9.452654
0.210463,8.980115
0.220471,8.507576
0.230479,8.06416
0.240486,7.66114
0.250494,7.296637
0.260502,6.97159
0.27051,6.683182
0.280518,6.431412
0.290525,6.204067
0.300533,5.99739
0.310541,5.808562
0.320549,5.655434
0.330556,5.517336
0.340564,5.401785
0.350572,5.304083
0.36058,5.220473
0.370588,5.149075
0.380595,5.092709
0.390603,5.03916
0.400611,4.996886
0.410619,4.968702
0.420626,4.947095
0.430634,4.932064
0.440642,4.920791
0.45065,4.921731
0.460658,4.926428
0.470665,4.940519
0.480673,4.963066
0.490681,4.99031
0.500689,5.026948
0.510696,5.067344
0.520704,5.116195
0.530712,5.177259
0.54072,5.237382
0.550728,5.312538
0.560735,5.398966
0.570743,5.49291
0.580751,5.598128
0.590759,5.713679
0.600766,5.845201
0.610774,5.992693
0.620782,6.14864
0.63079,6.330892
0.640798,6.538508
0.650805,6.766792
0.660813,7.019502
0.670821,7.311668
0.680829,7.633896
0.690837,8.000278
0.700844,8.425845
0.690837,6.416381
0.680829,5.259929
0.670821,4.422887
0.660813,3.772794
0.650805,3.244828
0.640798,2.810807
0.63079,2.442546
0.620782,2.130651
0.610774,1.859153
0.600766,1.626172
0.590759,1.419495
0.580751,1.237243
0.570743,1.075659
0.560735,0.930985
0.550728,0.803221
0.54072,0.698286
0.530712,0.59382
0.520704,0.498467
0.510696,0.410817
0.500689,0.334628
0.490681,0.263137
0.480673,0.198128
0.470665,0.137909
0.460658,0.083516296
0.45065,0.032410712
0.440642,-0.015500775
0.430634,-0.05871506
0.420626,-0.100989896
0.410619,-0.138849
0.400611,-0.17342
0.390603,-0.20771
0.380595,-0.238899
0.370588,-0.267552
0.36058,-0.295266
0.350572,-0.321946
0.340564,-0.346747
0.330556,-0.372394
0.320549,-0.397947
0.310541,-0.42519
0.300533,-0.453374
0.290525,-0.496212
0.280518,-0.540836
0.27051,-0.590626
0.260502,-0.652253
0.250494,-0.725812
0.240486,-0.823889
0.230479,-0.954284
0.220471,-1.140669
0.210463,-1.400048
0.200455,-1.762109
0.190448,-2.262925
0.18044,-2.91236
0.170432,-3.806614
0.160424,-4.868182
0.150416,-6.081001
0.140409,-7.367095
0.13040136,-8.599641
0.120393584,-9.633966
0.110385808,-10.372366
0.100378032,-10.750022
0.090370248,-10.811086
0.080362472,-10.621319
0.070354688,-10.275604
0.060346908,-9.858492
0.050339128,-9.419774
0.040331348,-8.996086
0.03032357,-8.607157
0.020315792,-8.253927
0.010308012,-7.942033
0.000300233,-7.664898
-0.009707546,-7.423461
-0.019715326,-7.214906
-0.029723104,-7.035472
-0.039730884,-6.883283
-0.049738664,-6.748943
-0.05974644,-6.629634
-0.069754224,-6.526295
-0.079762,-6.439867
-0.089769784,-6.352499
-0.09977756,-6.284859
-0.109785344,-6.222856
-0.11979312,-6.169308
-0.129800904,-6.116699
-0.139808,-6.072545
-0.149816,-6.023695
-0.159824,-5.982359
-0.169832,-5.9476
-0.179839,-5.921296
-0.189847,-5.900628
-0.199855,-5.897809
-0.209863,-5.905325
-0.21987,-5.939145
-0.229878,-6.001148
-0.239886,-6.105426
-0.249894,-6.262312
-0.259902,-6.488718
-0.269909,-6.806249
-0.279917,-7.244968
-0.289925,-7.824603
-0.299933,-8.612794
-0.30994,-9.625511
-0.319948,-10.981124
-0.329956,-12.722848
-0.339964,-14.921139
-0.349972,-17.635184
-0.359979,-20.899742
-0.369987,-24.789964
-0.379995,-29.357526
-0.390003,-34.637184
