Voltage(V),Current(uA)
-0.40001,-39.663192
-0.390003,-33.152868
-0.379995,-28.521424
-0.369987,-24.679112
-0.359979,-21.43804
-0.349972,-18.6479
-0.339964,-16.252326
-0.329956,-14.223135
-0.319948,-12.503958
-0.30994,-11.047824
-0.299933,-9.826551
-0.289925,-8.793166
-0.279917,-7.889424
-0.269909,-7.131295
-0.259902,-6.478384
-0.249894,-5.909083
-0.239886,-5.406482
-0.229878,-4.95649
-0.21987,-4.557227
-0.209863,-4.198361
-0.199855,-3.88083
-0.189847,-3.590543
-0.179839,-3.338772
-0.169832,-3.117064
-0.159824,-2.927297
-0.149816,-2.75538
-0.139808,-2.595675
-0.129800904,-2.440667
-0.11979312,-2.295993
-0.109785344,-2.148501
-0.09977756,-2.020737
-0.089769784,-1.871366
-0.079762,-1.737965
-0.069754224,-1.604565
-0.05974644,-1.479619
-0.049738664,-1.351855
-0.039730884,-1.199666
-0.029723104,-1.025869
-0.019715326,-0.820131
-0.009707546,-0.571367
0.000300233,-0.25177
0.010308012,0.200852
0.020315792,0.848502
0.03032357,1.657549
0.040331348,2.678158
0.050339128,4.235938
0.060346908,6.251039
0.070354688,8.851411
0.080362472,12.100938
0.090370248,15.99586
0.100378032,20.457264
0.110385808,25.331082
0.120393584,30.42849
0.13040136,35.510864
0.140409,40.198676
0.150416,44.21948
0.160424,47.17872
0.170432,48.879108
0.18044,49.123364
0.190448,48.024216
0.200455,45.93866
0.210463,43.355196
0.220471,40.705972
0.230479,38.254032
0.240486,36.074528
0.250494,34.214436
0.260502,32.654962
0.27051,31.339746
0.280518,30.156052
0.290525,29.08509
0.300533,28.12686
0.310541,27.25318
0.320549,26.46405
0.330556,25.778258
0.340564,25.177014
0.350572,24.660324
0.36058,24.190602
0.370588,23.786642
0.380595,23.42026
0.390603,23.091456
0.400611,22.80023
0.410619,22.54658
0.420626,22.33051
0.430634,22.133228
0.440642,21.964126
0.45065,21.832604
0.460658,21.710478
0.470665,21.663506
0.480673,21.569562
0.490681,21.54138
0.500689,21.513196
0.510696,21.52259
0.520704,21.550774
0.530712,21.60714
0.54072,21.701084
0.550728,21.813816
0.560735,21.935944
0.570743,22.067466
0.580751,22.208382
0.590759,22.368086
0.600766,22.527792
0.610774,22.706286
0.620782,22.894174
0.63079,23.129034
0.640798,23.392076
0.650805,23.692698
0.660813,24.012108
0.670821,24.378492
0.680829,24.791844
0.690837,25.261564
0.700844,25.787652
0.690837,20.066458
0.680829,17.013274
0.670821,14.805588
0.660813,13.086411
0.650805,11.649067
0.640798,10.4184
0.63079,9.356831
0.620782,8.421148
0.610774,7.597258
0.600766,6.840069
0.590759,6.155216
0.580751,5.532367
0.570743,4.960248
0.560735,4.433221
0.550728,3.937196
0.54072,3.4609
0.530712,3.004331
0.520704,2.578765
0.510696,2.192655
0.500689,1.853516
0.490681,1.570745
0.480673,1.321793
0.470665,1.111358
0.460658,0.874619
0.45065,0.701762
0.440642,0.478551
0.430634,0.294984
0.420626,0.110384304
0.410619,-0.055239128
0.400611,-0.219077
0.390603,-0.374367
0.380595,-0.532662
0.370588,-0.676867
0.36058,-0.821353
0.350572,-0.957008
0.340564,-1.095106
0.330556,-1.225782
0.320549,-1.372804
0.310541,-1.515412
0.300533,-1.678029
0.290525,-1.870144
0.280518,-2.098523
0.27051,-2.354144
0.260502,-2.648283
0.250494,-2.978967
0.240486,-3.395139
0.230479,-3.911831
0.220471,-4.610775
0.210463,-5.579339
0.200455,-6.918982
0.190448,-8.733982
0.18044,-11.12298
0.170432,-14.136706
0.160424,-17.811798
0.150416,-22.061828
0.140409,-26.827612
0.13040136,-31.894018
0.120393584,-37.004576
0.110385808,-41.842696
0.100378032,-46.088968
0.090370248,-49.442772
0.080362472,-51.556516
0.070354688,-52.223516
0.060346908,-51.471964
0.050339128,-49.574292
0.040331348,-47.00962
0.03032357,-44.257056
0.020315792,-41.636016
0.010308012,-39.278024
0.000300233,-37.239436
-0.009707546,-35.473288
-0.019715326,-33.970184
-0.029723104,-32.692542
-0.039730884,-31.584
-0.049738664,-30.616378
-0.05974644,-29.78967
-0.069754224,-29.0663
-0.079762,-28.44627
-0.089769784,-27.892
-0.09977756,-27.394094
-0.109785344,-26.933768
-0.11979312,-26.52981
-0.129800904,-26.172822
-0.139808,-25.872202
-0.149816,-25.599764
-0.159824,-25.374298
-0.169832,-25.177014
-0.179839,-24.979732
-0.189847,-24.78245
-0.199855,-24.603956
-0.209863,-24.434856
-0.21987,-24.303336
-0.229878,-24.181208
-0.239886,-24.087264
-0.249894,-24.021504
-0.259902,-24.002714
-0.269909,-24.021504
-0.279917,-24.096658
-0.289925,-24.237574
-0.299933,-24.472434
-0.30994,-24.791844
-0.319948,-25.25217
-0.329956,-25.881596
-0.339964,-26.708304
-0.349972,-27.80745
-0.359979,-29.226004
-0.369987,-31.039126
-0.379995,-33.340754
-0.390003,-36.196656
