Voltage(V),Current(uA)
-0.40001,-56.366452
-0.390003,-52.073208
-0.379995,-48.597276
-0.369987,-45.581672
-0.359979,-42.960632
-0.349972,-40.677788
-0.339964,-38.704964
-0.329956,-37.004576
-0.319948,-35.539048
-0.30994,-34.261408
-0.299933,-33.171658
-0.289925,-32.213428
-0.279917,-31.36793
-0.269909,-30.606984
-0.259902,-29.911798
-0.249894,-29.291766
-0.239886,-28.718706
-0.229878,-28.211408
-0.21987,-27.7229
-0.209863,-27.271968
-0.199855,-26.84922
-0.189847,-26.445262
-0.179839,-26.069484
-0.169832,-25.72189
-0.159824,-25.383692
-0.149816,-25.054888
-0.139808,-24.744872
-0.129800904,-24.425462
-0.11979312,-24.134236
-0.109785344,-23.833614
-0.09977756,-23.523598
-0.089769784,-23.232374
-0.079762,-22.903568
-0.069754224,-22.584158
-0.05974644,-22.236566
-0.049738664,-21.860788
-0.039730884,-21.447436
-0.029723104,-20.96832
-0.019715326,-20.404654
-0.009707546,-19.718862
0.000300233,-18.88276
0.010308012,-17.774222
0.020315792,-16.327481
0.03032357,-14.476784
0.040331348,-12.062421
0.050339128,-9.028027
0.060346908,-5.326629
0.070354688,-0.864285
0.080362472,4.356187
0.090370248,10.284999
0.100378032,16.879874
0.110385808,24.02526
0.120393584,30.943304
0.13040136,39.61622
0.140409,47.864512
0.150416,56.263112
0.160424,64.633532
0.170432,72.881824
0.18044,80.895248
0.190448,88.410784
0.200455,95.278088
0.210463,101.243536
0.220471,106.025296
0.230479,109.360312
0.240486,110.76008
0.250494,110.309152
0.260502,107.885392
0.27051,103.742456
0.280518,98.622496
0.290525,93.258296
0.300533,88.128944
0.310541,83.450528
0.320549,79.260624
0.330556,75.521648
0.340564,72.167848
0.350572,69.142848
0.36058,66.418468
0.370588,63.938344
0.380595,61.711872
0.390603,59.6451
0.400611,57.775616
0.410619,56.056436
0.420626,54.468784
0.430634,53.003252
0.440642,51.659852
0.45065,50.391608
0.460658,49.217308
0.470665,48.127552
0.480673,47.122356
0.490681,46.17352
0.500689,45.281052
0.510696,44.45434
0.520704,43.684
0.530712,42.960632
0.54072,42.293628
0.550728,41.6642
0.560735,41.081752
0.570743,40.536872
0.580751,40.038972
0.590759,39.569248
0.600766,39.137104
0.610774,38.74254
0.620782,38.394948
0.63079,38.066144
0.640798,37.793704
0.650805,37.549452
0.660813,37.33338
0.670821,37.16428
0.680829,37.042152
0.690837,36.957604
0.700844,36.92942
0.690837,33.885632
0.680829,32.072512
0.670821,30.663352
0.660813,29.498444
0.650805,28.49324
0.640798,27.610168
0.63079,26.792854
0.620782,26.050696
0.610774,25.393086
0.600766,24.773056
0.590759,24.190602
0.580751,23.664516
0.570743,23.176006
0.560735,22.696892
0.550728,22.24596
0.54072,21.823212
0.530712,21.409858
0.520704,21.034082
0.510696,20.667698
0.500689,20.310712
0.490681,19.963118
0.480673,19.634314
0.470665,19.314904
0.460658,19.004888
0.45065,18.704268
0.440642,18.403646
0.430634,18.121814
0.420626,17.821194
0.410619,17.539362
0.400611,17.257528
0.390603,16.985092
0.380595,16.703259
0.370588,16.421427
0.36058,16.139594
0.350572,15.848367
0.340564,15.538351
0.330556,15.209548
0.320549,14.85256
0.310541,14.457995
0.300533,14.007063
0.290525,13.471582
0.280518,12.823368
0.27051,12.034238
0.260502,11.000853
0.250494,9.695029
0.240486,7.974913
0.230479,5.809502
0.220471,2.975209
0.210463,-0.530784
0.200455,-4.782693
0.190448,-9.79461
0.18044,-15.543988
0.170432,-21.980098
0.160424,-28.990206
0.150416,-36.581824
0.140409,-44.538892
0.13040136,-52.815364
0.120393584,-61.260936
0.110385808,-69.744088
0.100378032,-78.105112
0.090370248,-86.268856
0.080362472,-94.038032
0.070354688,-101.243536
0.060346908,-107.641136
0.050339128,-112.995952
0.040331348,-116.960384
0.03032357,-119.074128
0.020315792,-119.01776
0.010308012,-116.6128
0.000300233,-112.131656
-0.009707546,-106.363488
-0.019715326,-100.228944
-0.029723104,-94.4326
-0.039730884,-89.284456
-0.049738664,-84.803328
-0.05974644,-80.91404
-0.069754224,-77.513272
-0.079762,-74.535232
-0.089769784,-71.914192
-0.09977756,-69.5562
-0.109785344,-67.433064
-0.11979312,-65.516608
-0.129800904,-63.778644
-0.139808,-62.181592
-0.149816,-60.706668
-0.159824,-59.353876
-0.169832,-58.09502
-0.179839,-56.948904
-0.189847,-55.859152
-0.199855,-54.835164
-0.209863,-53.876936
-0.21987,-52.984464
-0.229878,-52.148364
-0.239886,-51.368624
-0.249894,-50.635864
-0.259902,-49.959464
-0.269909,-49.33004
-0.279917,-48.785164
-0.289925,-48.296656
-0.299933,-47.911484
-0.30994,-47.610864
-0.319948,-47.45116
-0.329956,-47.498128
-0.339964,-47.58268
-0.349972,-47.996032
-0.359979,-48.634852
-0.369987,-49.76218
-0.379995,-51.199528
-0.390003,-53.106592
