Voltage(V),Current(uA)
-0.40001,-40.302012
-0.390003,-34.609
-0.379995,-30.25939
-0.369987,-26.473442
-0.359979,-23.194794
-0.349972,-20.320106
-0.339964,-17.849376
-0.329956,-15.698057
-0.319948,-13.866147
-0.30994,-12.297281
-0.299933,-10.972669
-0.289925,-9.854735
-0.279917,-8.905899
-0.269909,-8.107374
-0.259902,-7.435674
-0.249894,-6.85416
-0.239886,-6.35062
-0.229878,-5.931629
-0.21987,-5.532367
-0.209863,-5.180077
-0.199855,-4.872879
-0.189847,-4.597624
-0.179839,-4.357126
-0.169832,-4.143873
-0.159824,-3.969137
-0.149816,-3.818827
-0.139808,-3.677911
-0.129800904,-3.552025
-0.11979312,-3.428959
-0.109785344,-3.306831
-0.09977756,-3.187523
-0.089769784,-3.066335
-0.079762,-2.949844
-0.069754224,-2.830535
-0.05974644,-2.712165
-0.049738664,-2.594735
-0.039730884,-2.483881
-0.029723104,-2.357057
-0.019715326,-2.21708
-0.009707546,-2.04892
0.000300233,-1.837546
0.010308012,-1.550077
0.020315792,-1.166785
0.03032357,0.06106366
0.040331348,0.90656
0.050339128,1.291637
0.060346908,2.269031
0.070354688,3.050364
0.080362472,5.883718
0.090370248,8.500061
0.100378032,11.670674
0.110385808,15.342009
0.120393584,19.459578
0.13040136,23.883406
0.140409,28.440632
0.150416,32.936796
0.160424,37.136096
0.170432,40.781128
0.18044,43.637028
0.190448,45.440752
0.200455,46.013812
0.210463,45.3656
0.220471,43.721576
0.230479,41.504496
0.240486,39.08074
0.250494,36.826084
0.260502,34.787496
0.27051,33.01195
0.280518,31.490056
0.290525,30.165446
0.300533,29.028722
0.310541,28.032914
0.320549,27.131052
0.330556,26.266768
0.340564,25.458846
0.350572,24.716688
0.36058,24.077868
0.370588,23.495416
0.380595,22.96933
0.390603,22.48082
0.400611,22.039282
0.410619,21.62593
0.420626,21.268942
0.430634,20.921348
0.440642,20.611332
0.45065,20.338894
0.460658,20.085246
0.470665,19.85978
0.480673,19.662498
0.490681,19.484004
0.500689,19.333694
0.510696,19.202172
0.520704,19.089438
0.530712,18.995494
0.54072,18.929732
0.550728,18.863972
0.560735,18.83579
0.570743,18.817
0.580751,18.807606
0.590759,18.826394
0.600766,18.873368
0.610774,18.92034
0.620782,18.995494
0.63079,19.108226
0.640798,19.230356
0.650805,19.380666
0.660813,19.549764
0.670821,19.765836
0.680829,20.019486
0.690837,20.301318
0.700844,20.639516
0.690837,16.233538
0.680829,13.950696
0.670821,12.353648
0.660813,11.12298
0.650805,10.117778
0.640798,9.272281
0.63079,8.528244
0.620782,7.895061
0.610774,7.326699
0.600766,6.819401
0.590759,6.364711
0.580751,5.950418
0.570743,5.576521
0.560735,5.228927
0.550728,4.913275
0.54072,4.61923
0.530712,4.35055
0.520704,4.096901
0.510696,3.86486
0.500689,3.643151
0.490681,3.444929
0.480673,3.243889
0.470665,3.060698
0.460658,2.886901
0.45065,2.722499
0.440642,2.568431
0.430634,2.417181
0.420626,2.269689
0.410619,2.138167
0.400611,2.003827
0.390603,1.871366
0.380595,1.743602
0.370588,1.618656
0.36058,1.497468
0.350572,1.37722
0.340564,1.251335
0.330556,1.119813
0.320549,0.968563
0.310541,0.8051
0.300533,0.613266
0.290525,0.397101
0.280518,0.144861
0.27051,-0.155477
0.260502,-0.531065
0.250494,-1.013374
0.240486,-1.655576
0.230479,-2.490363
0.220471,-3.655364
0.210463,-5.207321
0.200455,-7.228997
0.190448,-9.763609
0.18044,-12.858127
0.170432,-16.468398
0.160424,-20.527722
0.150416,-24.90176
0.140409,-29.47026
0.13040136,-33.998368
0.120393584,-38.27282
0.110385808,-42.030584
0.100378032,-45.018008
0.090370248,-47.00962
0.080362472,-47.761172
0.070354688,-47.272664
0.060346908,-45.73198
0.050339128,-43.505504
0.040331348,-41.053568
0.03032357,-38.667388
0.020315792,-36.506672
0.010308012,-34.609
0.000300233,-33.002556
-0.009707546,-31.593396
-0.019715326,-30.390912
-0.029723104,-29.348134
-0.039730884,-28.455664
-0.049738664,-27.685322
-0.05974644,-27.008924
-0.069754224,-26.388894
-0.079762,-25.853412
-0.089769784,-25.364904
-0.09977756,-24.913972
-0.109785344,-24.519406
-0.11979312,-24.162418
-0.129800904,-23.871192
-0.139808,-23.664516
-0.149816,-23.542388
-0.159824,-23.467232
-0.169832,-23.316922
-0.179839,-22.997512
-0.189847,-22.612342
-0.199855,-22.311722
-0.209863,-22.123832
-0.21987,-21.907762
-0.229878,-21.785632
-0.239886,-21.663506
-0.249894,-21.616534
-0.259902,-21.60714
-0.269909,-21.69169
-0.279917,-21.785632
-0.289925,-21.973522
-0.299933,-22.283538
-0.30994,-22.725074
-0.319948,-23.326316
-0.329956,-24.181208
-0.339964,-25.242776
-0.349972,-26.61436
-0.359979,-28.44627
-0.369987,-30.550618
-0.379995,-33.228024
-0.390003,-36.450304
