Voltage(V),Current(uA)
-0.40001,-57.888344
-0.390003,-52.232912
-0.379995,-47.188116
-0.369987,-42.74456
-0.359979,-38.91164
-0.349972,-35.679964
-0.339964,-32.955586
-0.329956,-30.653954
-0.319948,-28.775074
-0.30994,-27.196812
-0.299933,-25.919174
-0.289925,-24.857606
-0.279917,-23.983926
-0.269909,-23.26995
-0.259902,-22.649918
-0.249894,-22.123832
-0.239886,-21.663506
-0.229878,-21.278336
-0.21987,-20.940136
-0.209863,-20.630122
-0.199855,-20.34829
-0.189847,-20.085246
-0.179839,-19.850384
-0.169832,-19.643708
-0.159824,-19.427638
-0.149816,-19.22096
-0.139808,-19.014282
-0.129800904,-18.817
-0.11979312,-18.619718
-0.109785344,-18.422434
-0.09977756,-18.215758
-0.089769784,-18.02787
-0.079762,-17.821194
-0.069754224,-17.614516
-0.05974644,-17.398444
-0.049738664,-17.172978
-0.039730884,-16.91933
-0.029723104,-16.646892
-0.019715326,-16.346271
-0.009707546,-16.008072
0.000300233,-15.594718
0.010308012,-15.078026
0.020315792,-14.401628
0.03032357,-13.42461
0.040331348,-11.930899
0.050339128,-10.145961
0.060346908,-7.994642
0.070354688,-5.215776
0.080362472,-1.658113
0.090370248,2.744106
0.100378032,8.070736
0.110385808,14.299229
0.120393584,21.368522
0.13040136,29.080392
0.140409,37.173672
0.150416,45.478332
0.160424,53.7642
0.170432,61.758844
0.18034,68.8798
0.190448,75.164664
0.200455,80.021576
0.210463,83.140512
0.220471,84.493312
0.230479,83.337792
0.240486,79.890048
0.250494,75.437104
0.260502,70.796264
0.27051,66.418468
0.280518,62.425844
0.290525,58.865364
0.300533,55.71824
0.310541,52.890524
0.320549,50.401004
0.330556,48.155736
0.340564,46.154728
0.350572,44.341608
0.36058,42.70698
0.370588,41.23206
0.380595,39.879264
0.390603,38.629808
0.400611,37.502476
0.410619,36.450304
0.420626,35.48268
0.430634,34.571424
0.440642,33.744716
0.45065,32.96498
0.460658,32.241612
0.470665,31.546424
0.480673,30.907606
0.490681,30.32515
0.500689,29.761486
0.510696,29.2354
0.520704,28.74689
0.530712,28.305354
0.54072,27.87321
0.550728,27.478646
0.560735,27.112262
0.570743,26.774066
0.580751,26.454654
0.590759,26.172822
0.600766,25.900384
0.610774,25.65613
0.620782,25.440058
0.63079,25.242776
0.640798,25.083072
0.650805,24.95155
0.660813,24.84821
0.670821,24.76366
0.680829,24.726084
0.690837,24.716688
0.700844,24.76366
0.690837,22.912962
0.680829,21.729268
0.670821,20.789826
0.660813,20.000696
0.650805,19.343088
0.640798,18.751238
0.63079,18.206364
0.620782,17.72725
0.610774,17.295106
0.600766,16.881752
0.590759,16.505975
0.580751,16.167778
0.570743,15.829579
0.560735,15.528958
0.550728,15.23773
0.54072,14.955899
0.530712,14.702249
0.520704,14.439206
0.510696,14.194951
0.500689,13.969486
0.490681,13.753414
0.480673,13.537343
0.470665,13.330666
0.460658,13.133384
0.45065,12.936101
0.440642,12.738818
0.430634,12.569719
0.420626,12.38183
0.410619,12.203336
0.400611,12.024843
0.390603,11.846349
0.380595,11.671613
0.370588,11.493119
0.36058,11.308989
0.350572,11.117343
0.340564,10.913485
0.330556,10.695534
0.320549,10.448461
0.310541,10.169447
0.300533,9.836885
0.290525,9.428228
0.280518,8.916233
0.27051,8.244533
0.260502,7.343609
0.250494,6.127972
0.240486,4.467981
0.230479,2.222717
0.220471,-0.757189
0.210463,-4.60326
0.200455,-9.413197
0.190448,-15.20579
0.18034,-21.918096
0.170432,-29.256066
0.160424,-37.483692
0.150416,-45.96684
0.140409,-54.63788
0.13040136,-63.130428
0.120393584,-71.078096
0.110385808,-78.09572
0.100378032,-83.74176
0.090370248,-87.743776
0.080362472,-89.904496
0.070354688,-89.998432
0.060346908,-87.931664
0.050339128,-84.183296
0.040331348,-79.589424
0.03032357,-74.86404
0.020315792,-70.448672
0.010308012,-66.503016
0.000300233,-63.03648
-0.009707546,-59.9833
-0.019715326,-57.343468
-0.029723104,-55.013656
-0.039730884,-52.937492
-0.049738664,-51.096188
-0.05974644,-49.433376
-0.069754224,-47.94906
-0.079762,-46.586872
-0.089769784,-45.337416
-0.09977756,-44.210088
-0.109785344,-43.157912
-0.11979312,-42.190288
-0.129800904,-41.29782
-0.139808,-40.45232
-0.149816,-39.663192
-0.159824,-39.35318
-0.169832,-38.695568
-0.179839,-38.517072
-0.189847,-38.197668
-0.199855,-38.009776
-0.209863,-37.173672
-0.21987,-35.529652
-0.229878,-35.078724
-0.239886,-34.768704
-0.249894,-34.383536
-0.259902,-34.148676
-0.269909,-34.00776
-0.279917,-33.932604
-0.289925,-34.017152
-0.299933,-34.37414
-0.30994,-34.693552
-0.319948,-35.426316
-0.329956,-36.779108
-0.339964,-38.113116
-0.349972,-39.95442
-0.359979,-42.453332
-0.369987,-45.506512
-0.379995,-49.179728
-0.390003,-53.519948
