Voltage(V),Current(uA)
-0.40001,-36.083924
-0.390003,-31.28338
-0.379995,-27.16863
-0.369987,-23.561178
-0.359979,-20.41405
-0.349972,-17.736644
-0.339964,-15.425619
-0.329956,-13.471582
-0.319948,-11.836955
-0.30994,-10.474765
-0.299933,-9.366225
-0.289925,-8.443694
-0.279917,-7.69496
-0.269909,-7.084323
-0.259902,-6.571389
-0.249894,-6.155216
-0.239886,-5.801047
-0.229878,-5.512639
-0.21987,-5.25899
-0.209863,-5.055131
-0.199855,-4.877577
-0.189847,-4.727266
-0.179839,-4.596684
-0.169832,-4.486769
-0.159824,-4.38437
-0.149816,-4.297002
-0.139808,-4.214332
-0.129800904,-4.120387
-0.11979312,-4.042414
-0.109785344,-3.960682
-0.09977756,-3.878011
-0.089769784,-3.792522
-0.079762,-3.706094
-0.069754224,-3.625302
-0.05974644,-3.535115
-0.049738664,-3.44399
-0.039730884,-3.341591
-0.029723104,-3.226979
-0.019715326,-3.103912
-0.009707546,-2.960178
0.000300233,-2.786381
0.010308012,-2.559037
0.020315792,-2.278144
0.03032357,-1.163027
0.040331348,-1.111358
0.050339128,-0.6717
0.060346908,0.192867
0.070354688,1.386332
0.080362472,2.889532
0.090370248,4.959308
0.100378032,7.397157
0.110385808,10.239906
0.120393584,13.405821
0.13040136,16.768081
0.140409,20.125642
0.150416,23.274646
0.160424,25.967086
0.170432,28.004732
0.18044,29.216612
0.190448,29.507836
0.200455,29.000538
0.210463,27.929576
0.220471,26.52981
0.230479,25.064282
0.240486,23.664516
0.250494,22.386876
0.260502,21.240758
0.27051,20.216768
0.280518,19.333694
0.290525,18.544562
0.300533,17.821194
0.310541,17.163586
0.320549,16.534159
0.330556,15.970494
0.340564,15.463196
0.350572,15.012265
0.36058,14.608306
0.370588,14.251318
0.380595,13.922514
0.390603,13.621892
0.400611,13.358849
0.410619,13.1052
0.420626,12.889129
0.430634,12.691846
0.440642,12.513352
0.45065,12.353648
0.460658,12.212731
0.470665,12.081209
0.480673,11.968477
0.490681,11.872653
0.500689,11.787164
0.510696,11.714828
0.520704,11.658461
0.530712,11.613368
0.54072,11.578609
0.550728,11.550426
0.560735,11.54291
0.570743,11.552305
0.580751,11.567335
0.590759,11.603974
0.600766,11.644369
0.610774,11.705434
0.620782,11.77871
0.63079,11.870775
0.640798,11.976931
0.650805,12.115968
0.660813,12.273795
0.670821,12.452289
0.680829,12.672118
0.690837,12.915433
0.700844,13.194447
0.690837,10.792296
0.680829,9.463927
0.670821,8.499121
0.660813,7.735356
0.650805,7.102172
0.640798,6.570449
0.63079,6.110123
0.620782,5.706164
0.610774,5.350115
0.600766,5.034463
0.590759,4.75451
0.580751,4.495224
0.570743,4.26694
0.560735,4.050868
0.550728,3.856404
0.54072,3.676971
0.530712,3.513508
0.520704,3.36038
0.510696,3.221342
0.500689,3.088881
0.490681,2.962996
0.480673,2.849324
0.470665,2.73847
0.460658,2.633252
0.45065,2.534611
0.440642,2.443485
0.430634,2.35142
0.420626,2.268749
0.410619,2.185139
0.400611,2.104347
0.390603,2.027313
0.380595,1.955915
0.370588,1.883579
0.36058,1.810302
0.350572,1.738905
0.340564,1.665628
0.330556,1.586715
0.320549,1.502165
0.310541,1.409161
0.300533,1.294549
0.290525,1.166785
0.280518,1.018353
0.27051,0.83892
0.260502,0.615521
0.250494,0.332843
0.240486,-0.0477236
0.230479,-0.558497
0.220471,-1.286752
0.210463,-2.273916
0.200455,-3.055907
0.190448,-5.32475
0.18044,-7.498617
0.170432,-10.11308
0.160424,-13.107079
0.150416,-16.377273
0.140409,-19.752684
0.13040136,-23.048242
0.120393584,-26.015936
0.110385808,-28.436874
0.100378032,-30.099684
0.090370248,-30.879422
0.080362472,-30.757294
0.070354688,-29.911798
0.060346908,-28.615368
0.050339128,-27.140446
0.040331348,-25.65613
0.03032357,-24.29394
0.020315792,-23.072668
0.010308012,-21.973522
0.000300233,-21.024686
-0.009707546,-20.188584
-0.019715326,-19.45582
-0.029723104,-18.83579
-0.039730884,-18.28152
-0.049738664,-17.783614
-0.05974644,-17.342078
-0.069754224,-16.947512
-0.079762,-16.58113
-0.089769784,-16.261721
-0.09977756,-15.979889
-0.109785344,-15.716845
-0.11979312,-15.519563
-0.129800904,-15.388041
-0.139808,-15.312886
-0.149816,-15.153181
-0.159824,-14.861955
-0.169832,-14.645883
-0.179839,-14.467389
-0.189847,-14.29829
-0.199855,-14.138585
-0.209863,-14.044641
-0.21987,-13.922514
-0.229878,-13.875541
-0.239886,-13.847358
-0.249894,-13.856753
-0.259902,-13.903725
-0.269909,-14.035247
-0.279917,-14.251318
-0.289925,-14.53315
-0.299933,-14.965293
-0.30994,-15.566534
-0.319948,-16.36506
-0.329956,-17.417234
-0.339964,-18.788818
-0.349972,-20.4986
-0.359979,-22.593554
-0.369987,-25.195804
-0.379995,-28.314748
-0.390003,-31.931594
