Voltage(V),Current(uA)
-0.40001,-38.968008
-0.390003,-33.462884
-0.379995,-29.141456
-0.369987,-25.393086
-0.359979,-22.14262
-0.349972,-19.324298
-0.339964,-16.891146
-0.329956,-14.786799
-0.319948,-13.011256
-0.30994,-11.489362
-0.299933,-10.230511
-0.289925,-9.150154
-0.279917,-8.2652
-0.269909,-7.529618
-0.259902,-6.905829
-0.249894,-6.377864
-0.239886,-5.927872
-0.229878,-5.524851
-0.21987,-5.176319
-0.209863,-4.869122
-0.199855,-4.592926
-0.189847,-4.343035
-0.179839,-4.126963
-0.169832,-3.942833
-0.159824,-3.77937
-0.149816,-3.650667
-0.139808,-3.521024
-0.129800904,-3.406412
-0.11979312,-3.297437
-0.109785344,-3.185644
-0.09977756,-3.07385
-0.089769784,-2.963936
-0.079762,-2.848384
-0.069754224,-2.739409
-0.05974644,-2.631373
-0.049738664,-2.525217
-0.039730884,-2.423757
-0.029723104,-2.304448
-0.019715326,-2.177624
-0.009707546,-2.018858
0.000300233,-1.826273
0.010308012,-1.565108
0.020315792,-1.226909
0.03032357,-0.775038
0.040331348,-0.154068
0.050339128,0.697534
0.060346908,1.843652
0.070354688,3.020866
0.080362472,5.352934
0.090370248,7.860301
0.100378032,10.910666
0.110385808,14.453298
0.120393584,18.427134
0.13040136,22.675284
0.140409,27.036168
0.150416,31.264592
0.160424,35.191456
0.170432,38.50768
0.18044,40.940832
0.190448,42.321808
0.200455,42.47212
0.210463,41.504496
0.220471,39.747744
0.230479,37.596424
0.240486,35.388736
0.250494,33.350152
0.260502,31.527636
0.27051,29.95877
0.280518,28.59658
0.290525,27.422278
0.300533,26.435866
0.310541,25.524608
0.320549,24.707296
0.330556,23.936954
0.340564,23.194794
0.350572,22.54658
0.36058,21.973522
0.370588,21.456828
0.380595,20.996502
0.390603,20.554966
0.400611,20.1604
0.410619,19.803414
0.420626,19.47461
0.430634,19.183382
0.440642,18.92034
0.45065,18.66669
0.460658,18.460014
0.470665,18.272124
0.480673,18.09363
0.490681,17.933926
0.500689,17.802406
0.510696,17.689672
0.520704,17.595728
0.530712,17.511178
0.54072,17.445418
0.550728,17.398444
0.560735,17.379656
0.570743,17.370262
0.580751,17.379656
0.590759,17.398444
0.600766,17.45481
0.610774,17.511178
0.620782,17.595728
0.63079,17.689672
0.640798,17.821194
0.650805,17.952716
0.660813,18.13121
0.670821,18.337886
0.680829,18.58214
0.690837,18.854578
0.700844,19.173988
0.690837,15.209548
0.680829,13.152172
0.670821,11.696038
0.660813,10.559315
0.650805,9.648058
0.640798,8.882413
0.63079,8.201318
0.620782,7.61041
0.610774,7.082445
0.600766,6.614603
0.590759,6.189036
0.580751,5.806684
0.570743,5.452514
0.560735,5.131226
0.550728,4.83906
0.54072,4.572258
0.530712,4.316731
0.520704,4.079991
0.510696,3.86392
0.500689,3.653485
0.490681,3.467476
0.480673,3.282406
0.470665,3.113307
0.460658,2.948904
0.45065,2.792018
0.440642,2.651102
0.430634,2.505488
0.420626,2.373027
0.410619,2.243384
0.400611,2.120318
0.390603,2.001948
0.380595,1.884518
0.370588,1.76333
0.36058,1.655294
0.350572,1.540683
0.340564,1.426071
0.330556,1.303944
0.320549,1.17524
0.310541,1.020232
0.300533,0.85583
0.290525,0.634498
0.280518,0.417769
0.27051,0.142982
0.260502,-0.195685
0.250494,-0.631867
0.240486,-1.226252
0.230479,-2.027125
0.220471,-2.945898
0.210463,-4.548772
0.200455,-6.453958
0.190448,-8.865503
0.18044,-11.840713
0.170432,-15.310068
0.160424,-19.216264
0.150416,-23.443748
0.140409,-27.783962
0.13040136,-32.110088
0.120393584,-36.102712
0.110385808,-39.522276
0.100378032,-42.133924
0.090370248,-43.646424
0.080362472,-43.975228
0.070354688,-43.157912
0.060346908,-41.42934
0.050339128,-39.231048
0.040331348,-36.938812
0.03032357,-34.7781
0.020315792,-32.871036
0.010308012,-31.189436
0.000300233,-29.742698
-0.009707546,-28.502636
-0.019715326,-27.431674
-0.029723104,-26.511022
-0.039730884,-25.712496
-0.049738664,-25.01731
-0.05974644,-24.406672
-0.069754224,-23.871192
-0.079762,-23.392076
-0.089769784,-22.95054
-0.09977756,-22.54658
-0.109785344,-22.189592
-0.11979312,-21.851394
-0.129800904,-21.560168
-0.139808,-21.306518
-0.149816,-21.062264
-0.159824,-20.846192
-0.169832,-20.64891
-0.179839,-20.470416
-0.189847,-20.301318
-0.199855,-20.132218
-0.209863,-19.972512
-0.21987,-19.822202
-0.229878,-19.70947
-0.239886,-19.634314
-0.249894,-19.587342
-0.259902,-19.587342
-0.269909,-19.653102
-0.279917,-19.77523
-0.289925,-20.000696
-0.299933,-20.357682
-0.30994,-20.818008
-0.319948,-21.466224
-0.329956,-22.339904
-0.339964,-23.467232
-0.349972,-24.923366
-0.359979,-26.745882
-0.369987,-29.009934
-0.379995,-31.781284
-0.390003,-35.097512
