Voltage(V),Current(uA)
-0.40001,-57.644092
-0.390003,-49.132756
-0.379995,-42.519092
-0.369987,-36.741532
-0.359979,-31.630974
-0.349972,-27.140446
-0.339964,-23.20419
-0.329956,-19.784624
-0.319948,-16.862962
-0.30994,-14.345262
-0.299933,-12.287887
-0.289925,-10.465371
-0.279917,-8.981054
-0.269909,-7.714688
-0.259902,-6.648423
-0.249894,-5.744681
-0.239886,-4.979036
-0.229878,-4.309215
-0.21987,-3.717367
-0.209863,-3.202554
-0.199855,-2.740349
-0.189847,-2.339207
-0.179839,-1.987856
-0.169832,-1.702266
-0.159824,-1.457072
-0.149816,-1.256971
-0.139808,-1.089751
-0.129800904,-0.930985
-0.11979312,-0.786312
-0.109785344,-0.622097
-0.09977756,-0.481745
-0.089769784,-0.335192
-0.079762,-0.186948
-0.069754224,-0.048005432
-0.05974644,0.085395176
-0.049738664,0.207898
-0.039730884,0.335756
-0.029723104,0.467747
-0.019715326,0.626888
-0.009707546,0.817125
0.000300233,1.042403
0.010308012,1.329027
0.020315792,1.7157
0.03032357,2.409477
0.040331348,3.96538
0.050339128,4.146691
0.060346908,5.216715
0.070354688,6.891738
0.080362472,9.126668
0.090370248,11.989144
0.100378032,15.510169
0.110385808,19.643708
0.120393584,24.342792
0.13040136,29.41859
0.140409,34.665368
0.150416,39.832292
0.160424,44.623444
0.170432,48.672432
0.18044,51.669244
0.190448,53.313268
0.200455,53.482368
0.210463,52.242308
0.220471,49.987648
0.230479,47.263268
0.240486,44.482524
0.250494,41.946036
0.260502,39.691376
0.27051,37.793704
0.280518,36.159076
0.290525,34.759312
0.300533,33.575616
0.310541,32.49526
0.320549,31.565214
0.330556,30.682138
0.340564,29.827248
0.350572,29.075694
0.36058,28.42748
0.370588,27.845028
0.380595,27.309546
0.390603,26.83043
0.400611,26.398288
0.410619,26.013116
0.420626,25.684312
0.430634,25.383692
0.440642,25.120648
0.45065,24.913972
0.460658,24.735478
0.470665,24.575774
0.480673,24.453646
0.490681,24.369096
0.500689,24.303336
0.510696,24.256362
0.520704,24.24697
0.530712,24.265758
0.54072,24.303336
0.550728,24.369096
0.560735,24.46304
0.570743,24.575774
0.580751,24.716688
0.590759,24.885788
0.600766,25.064282
0.610774,25.289748
0.620782,25.552792
0.63079,25.82523
0.640798,26.154034
0.650805,26.511022
0.660813,26.91498
0.670821,27.356518
0.680829,27.854422
0.690837,28.40869
0.700844,29.028722
0.690837,21.766844
0.680829,18.037264
0.670821,15.435012
0.660813,13.415215
0.650805,11.771194
0.640798,10.380821
0.63079,9.206521
0.620782,8.170317
0.610774,7.262817
0.600766,6.443625
0.590759,5.719315
0.580751,5.05701
0.570743,4.467981
0.560735,3.926863
0.550728,3.439293
0.54072,2.980845
0.530712,2.563734
0.520704,2.185139
0.510696,1.825333
0.500689,1.491832
0.490681,1.189332
0.480673,0.904681
0.470665,0.643517
0.460658,0.40208
0.45065,0.169381
0.440642,-0.052045028
0.430634,-0.260319
0.420626,-0.45948
0.410619,-0.642013
0.400611,-0.819192
0.390603,-0.992895
0.380595,-1.159927
0.370588,-1.315968
0.36058,-1.469661
0.350572,-1.619596
0.340564,-1.780616
0.330556,-1.944266
0.320549,-2.117311
0.310541,-2.3114
0.300533,-2.49553
0.290525,-2.780745
0.280518,-3.077608
0.27051,-3.426141
0.260502,-3.856404
0.250494,-4.412554
0.240486,-5.151894
0.230479,-6.143943
0.220471,-7.482646
0.210463,-9.267584
0.200455,-11.608671
0.190448,-14.569788
0.18044,-18.182878
0.170432,-22.41412
0.160424,-27.16957
0.150416,-32.297976
0.140409,-37.54006
0.13040136,-42.660012
0.120393584,-47.319636
0.110385808,-51.190132
0.100378032,-53.905116
0.090370248,-55.257912
0.080362472,-55.060628
0.070354688,-53.519948
0.060346908,-51.03982
0.050339128,-48.127552
0.040331348,-45.252868
0.03032357,-42.622432
0.020315792,-40.35838
0.010308012,-38.423132
0.000300233,-36.788504
-0.009707546,-35.379344
-0.019715326,-34.195648
-0.029723104,-33.190444
-0.039730884,-32.326158
-0.049738664,-31.593396
-0.05974644,-30.954576
-0.069754224,-30.400306
-0.079762,-29.911798
-0.089769784,-29.47026
-0.09977756,-29.075694
-0.109785344,-28.718706
-0.11979312,-28.42748
-0.129800904,-28.19262
-0.139808,-28.070494
-0.149816,-27.995338
-0.159824,-27.845028
-0.169832,-27.591378
-0.179839,-27.375306
-0.189847,-27.657138
-0.199855,-27.478646
-0.209863,-27.215602
-0.21987,-26.905586
-0.229878,-26.839826
-0.239886,-26.84922
-0.249894,-26.91498
-0.259902,-27.037108
-0.269909,-27.234392
-0.279917,-27.563196
-0.289925,-28.023522
-0.299933,-28.634158
-0.30994,-29.423288
-0.319948,-30.531828
-0.329956,-31.931594
-0.339964,-33.725924
-0.349972,-36.027556
-0.359979,-38.892852
-0.369987,-42.40636
-0.379995,-46.690212
-0.390003,-51.753796
