Voltage(V),Current(uA)
-0.40001,-34.00776
-0.390003,-28.972356
-0.379995,-24.866998
-0.369987,-21.362886
-0.359979,-18.403646
-0.349972,-15.857762
-0.339964,-13.74402
-0.329956,-11.977871
-0.319948,-10.512343
-0.30994,-9.328648
-0.299933,-8.337538
-0.289925,-7.539013
-0.279917,-6.879525
-0.269909,-6.329013
-0.259902,-5.864929
-0.249894,-5.473182
-0.239886,-5.135923
-0.229878,-4.850333
-0.21987,-4.613594
-0.209863,-4.409735
-0.199855,-4.235938
-0.189847,-4.088446
-0.179839,-3.960682
-0.169832,-3.849828
-0.159824,-3.741793
-0.149816,-3.650667
-0.139808,-3.558602
-0.129800904,-3.466536
-0.11979312,-3.37729
-0.109785344,-3.2918
-0.09977756,-3.202554
-0.089769784,-3.114246
-0.079762,-3.02406
-0.069754224,-2.936692
-0.05974644,-2.842748
-0.049738664,-2.740349
-0.039730884,-2.627616
-0.029723104,-2.498912
-0.019715326,-2.349541
-0.009707546,-2.168229
0.000300233,-1.949339
0.010308012,-1.650597
0.020315792,-1.20906
0.03032357,-0.713975
0.040331348,0.011273291
0.050339128,0.991391
0.060346908,2.342495
0.070354688,3.044352
0.080362472,6.40135
0.090370248,9.170821
0.100378032,12.407195
0.110385808,15.950767
0.120393584,19.634314
0.13040136,23.191036
0.140409,26.315618
0.150416,28.718706
0.160424,30.193628
0.170432,30.672744
0.18044,30.221812
0.190448,29.103878
0.200455,27.628956
0.210463,26.031906
0.220471,24.510012
0.230479,23.129034
0.240486,21.879578
0.250494,20.808616
0.260502,19.869176
0.27051,19.051862
0.280518,18.300308
0.290525,17.633304
0.300533,17.022668
0.310541,16.468398
0.320549,15.979889
0.330556,15.557141
0.340564,15.181364
0.350572,14.85256
0.36058,14.561333
0.370588,14.29829
0.380595,14.06343
0.390603,13.866147
0.400611,13.687653
0.410619,13.527949
0.420626,13.396427
0.430634,13.283694
0.440642,13.18975
0.45065,13.114594
0.460658,13.048833
0.470665,13.02065
0.480673,12.983072
0.490681,12.973678
0.500689,12.973678
0.510696,12.992467
0.520704,13.030045
0.530712,13.095805
0.54072,13.170961
0.550728,13.255511
0.560735,13.349455
0.570743,13.443399
0.580751,13.537343
0.590759,13.650076
0.600766,13.762808
0.610774,13.89433
0.620782,14.054035
0.63079,14.241924
0.640798,14.4486
0.650805,14.674067
0.660813,14.93711
0.670821,15.228336
0.680829,15.566534
0.690837,15.942312
0.700844,16.374455
0.690837,13.18975
0.680829,11.35784
0.670821,9.995651
0.660813,8.915293
0.650805,8.002157
0.640798,7.220542
0.63079,6.543205
0.620782,5.944781
0.610774,5.420573
0.600766,4.947095
0.590759,4.521528
0.580751,4.134479
0.570743,3.77937
0.560735,3.454324
0.550728,3.139611
0.54072,2.847445
0.530712,2.572189
0.520704,2.324176
0.510696,2.11656
0.500689,1.945581
0.490681,1.799029
0.480673,1.659052
0.470665,1.530349
0.460658,1.391312
0.45065,1.273881
0.440642,1.15833
0.430634,1.047476
0.420626,0.945077
0.410619,0.833378
0.400611,0.7446
0.390603,0.653569
0.380595,0.567985
0.370588,0.48353
0.36058,0.404617
0.350572,0.331152
0.340564,0.256279
0.330556,0.180184
0.320549,0.106344712
0.310541,0.027149842
0.300533,-0.064351704
0.290525,-0.16769
0.280518,-0.290944
0.27051,-0.438906
0.260502,-0.612797
0.250494,-0.819004
0.240486,-1.070117
0.230479,-1.392533
0.220471,-1.848162
0.210463,-2.489612
0.200455,-3.365077
0.190448,-4.60326
0.18044,-6.258555
0.170432,-8.407056
0.160424,-11.064735
0.150416,-14.185557
0.140409,-17.683096
0.13040136,-21.345036
0.120393584,-24.927124
0.110385808,-28.145648
0.100378032,-30.663352
0.090370248,-32.297976
0.080362472,-32.89922
0.070354688,-32.542232
0.060346908,-31.43369
0.050339128,-29.930586
0.040331348,-28.286564
0.03032357,-26.69891
0.020315792,-25.242776
0.010308012,-23.955742
0.000300233,-22.819018
-0.009707546,-21.823212
-0.019715326,-20.96832
-0.029723104,-20.216768
-0.039730884,-19.55916
-0.049738664,-19.004888
-0.05974644,-18.506986
-0.069754224,-18.074842
-0.079762,-17.680276
-0.089769784,-17.332684
-0.09977756,-17.013274
-0.109785344,-16.722047
-0.11979312,-16.477793
-0.129800904,-16.261721
-0.139808,-16.064439
-0.149816,-15.904734
-0.159824,-15.735635
-0.169832,-15.557141
-0.179839,-15.406831
-0.189847,-15.275309
-0.199855,-15.153181
-0.209863,-15.059237
-0.21987,-14.974687
-0.229878,-14.908926
-0.239886,-14.880743
-0.249894,-14.871349
-0.259902,-14.899532
-0.269909,-14.984081
-0.279917,-15.124998
-0.289925,-15.341069
-0.299933,-15.651085
-0.30994,-16.083227
-0.319948,-16.675076
-0.329956,-17.4736
-0.339964,-18.544562
-0.349972,-19.916146
-0.359979,-21.719872
-0.369987,-23.97453
-0.379995,-26.792854
-0.390003,-30.193628
