voltage,current
-0.40001,-5.5605504e-05
-0.390003,-4.8503332e-05
-0.379995,-4.2115132e-05
-0.369987,-3.6403332e-05
-0.359979,-3.1339746e-05
-0.349972,-2.6961952e-05
-0.339964,-2.3166612e-05
-0.329956,-1.9934936e-05
-0.319948,-1.7238739999999998e-05
-0.30994,-1.4984080999999999e-05
-0.299933,-1.3152172e-05
-0.289925,-1.1649067e-05
-0.279917,-1.0437188000000001e-05
-0.269909,-9.469564e-06
-0.259902,-8.663522999999999e-06
-0.249894,-8.028461e-06
-0.239886,-7.508951e-06
-0.229878,-7.082445e-06
-0.21987,-6.7376699999999995e-06
-0.209863,-6.453019e-06
-0.199855,-6.227553e-06
-0.189847,-6.034968e-06
-0.179839,-5.881839e-06
-0.169832,-5.735286e-06
-0.159824,-5.607522e-06
-0.149816,-5.488213e-06
-0.139808,-5.379238e-06
-0.129800904,-5.272142e-06
-0.11979312,-5.167864e-06
-0.109785344,-5.052313e-06
-0.09977756,-4.946156e-06
-0.089769784,-4.83906e-06
-0.079762,-4.72069e-06
-0.069754224,-4.6041990000000005e-06
-0.05974644,-4.483011e-06
-0.049738664,-4.353369e-06
-0.039730884,-4.213392e-06
-0.029723104,-4.061203e-06
-0.019715326,-3.898679e-06
-0.009707546,-3.716428e-06
0.000300233,-3.521963e-06
0.010308012,-3.2946189999999997e-06
0.020315792,-3.046606e-06
0.03032357,-2.6576780000000002e-06
0.040331348,-2.2715679999999995e-06
0.050339128,-1.7689669999999999e-06
0.060346908,-1.044658e-06
0.070354688,-5.4487576e-08
0.080362472,1.280457e-06
0.090370248,3.056001e-06
0.100378032,5.377359e-06
0.110385808,8.29996e-06
0.120393584,1.1865138e-05
0.13040136,1.5993042e-05
0.140409,2.0536176e-05
0.150416,2.5255928e-05
0.160424,2.9836639999999998e-05
0.170432,3.4026547999999995e-05
0.18034,3.7333379999999996e-05
0.190448,3.9691376e-05
0.200455,4.0781128e-05
0.210463,4.059324e-05
0.220471,3.9409543999999996e-05
0.230479,3.7643396e-05
0.240486,3.5623596e-05
0.250494,3.3622588e-05
0.260502,3.1762493999999996e-05
0.27051,3.0080895999999998e-05
0.280518,2.8587184e-05
0.290525,2.7262572e-05
0.300533,2.6060089999999997e-05
0.310541,2.4979731999999998e-05
0.320549,2.4002714e-05
0.330556,2.3110244e-05
0.340564,2.2292929999999997e-05
0.350572,2.1531984e-05
0.36058,2.086498e-05
0.370588,2.0263739999999997e-05
0.380595,1.9728258e-05
0.390603,1.9239748e-05
0.400611,1.8798212e-05
0.410619,1.8403645999999997e-05
0.420626,1.8046658e-05
0.430634,1.7717854e-05
0.440642,1.7426628e-05
0.45065,1.7163585999999998e-05
0.460658,1.6919329999999998e-05
0.470665,1.6703258999999998e-05
0.480673,1.6505975e-05
0.490681,1.6336876e-05
0.500689,1.6186566e-05
0.510696,1.6045650999999997e-05
0.520704,1.5923522e-05
0.530712,1.5820182999999998e-05
0.54072,1.5735634999999998e-05
0.550728,1.566048e-05
0.560735,1.5622901e-05
0.570743,1.5594718e-05
0.580751,1.5585325e-05
0.590759,1.5594718e-05
0.600766,1.5632296e-05
0.610774,1.5669873e-05
0.620782,1.5745028e-05
0.63079,1.5829579e-05
0.640798,1.5961100999999998e-05
0.650805,1.6102016e-05
0.660813,1.628051e-05
0.670821,1.6496581999999998e-05
0.680829,1.6759623999999997e-05
0.690837,1.706964e-05
0.700844,1.7426628e-05
0.690837,1.4683461e-05
0.680829,1.3161566e-05
0.670821,1.2062421e-05
0.660813,1.1179346e-05
0.650805,1.0446581999999998e-05
0.640798,9.859431e-06
0.63079,9.330527e-06
0.620782,8.864564e-06
0.610774,8.45215e-06
0.600766,8.085767999999999e-06
0.590759,7.753205e-06
0.580751,7.4535229999999994e-06
0.570743,7.181085999999999e-06
0.560735,6.934952e-06
0.550728,6.7010310000000005e-06
0.54072,6.498112e-06
0.530712,6.292374999999999e-06
0.520704,6.106365e-06
0.510696,5.935387e-06
0.500689,5.770984999999999e-06
0.490681,5.615038e-06
0.480673,5.468485e-06
0.470665,5.329448e-06
0.460658,5.197925999999999e-06
0.45065,5.069223e-06
0.440642,4.942398e-06
0.430634,4.824029e-06
0.420626,4.713174000000001e-06
0.410619,4.602321e-06
0.400611,4.494284999999999e-06
0.390603,4.3843699999999995e-06
0.380595,4.28385e-06
0.370588,4.178632e-06
0.36058,4.072476e-06
0.350572,3.968198e-06
0.340564,3.857344e-06
0.330556,3.723004e-06
0.320549,3.5802089999999997e-06
0.310541,3.4195639999999997e-06
0.300533,3.228858e-06
0.290525,3.000574e-06
0.280518,2.7140439999999997e-06
0.27051,2.347662e-06
0.260502,1.865729e-06
0.250494,1.2062419999999999e-06
0.240486,2.91226e-07
0.230479,-9.695019999999998e-07
