voltage,current
0.220471,-2.6552349999999995e-06
0.210463,-4.948973999999999e-06
0.200455,-7.864059e-06
0.190448,-1.1405751e-05
0.18034,-1.5531774999999998e-05
0.170432,-1.997721e-05
0.160424,-2.4706354e-05
0.150416,-2.9291765999999997e-05
0.140409,-3.3425304e-05
0.13040136,-3.6732136e-05
0.120393584,-3.8958612e-05
0.110385808,-3.9907448e-05
0.100378032,-3.9588036e-05
0.090370248,-3.8319792e-05
0.080362472,-3.64597e-05
0.070354688,-3.4411716e-05
0.060346908,-3.2391922e-05
0.050339128,-3.0550618e-05
0.040331348,-2.8897200000000002e-05
0.03032357,-2.7441065999999998e-05
0.020315792,-2.6163427999999997e-05
0.010308012,-2.5026703999999996e-05
0.000300233,-2.4049686e-05
-0.009707546,-2.31854e-05
-0.019715326,-2.241506e-05
-0.029723104,-2.1729268e-05
-0.039730884,-2.1128024e-05
-0.049738664,-2.0583148e-05
-0.05974644,-2.0085246e-05
-0.069754224,-1.9653102e-05
-0.079762,-1.9258535999999997e-05
-0.089769784,-1.888276e-05
-0.09977756,-1.8544561999999998e-05
-0.109785344,-1.8234548e-05
-0.11979312,-1.7952716e-05
-0.129800904,-1.7717854e-05
-0.139808,-1.74736e-05
-0.149816,-1.7229346e-05
-0.159824,-1.6994483999999998e-05
-0.169832,-1.6787807999999997e-05
-0.179839,-1.659992e-05
-0.189847,-1.6412032e-05
-0.199855,-1.628051e-05
-0.209863,-1.6186566e-05
-0.21987,-1.6130199e-05
-0.229878,-1.6120806e-05
-0.239886,-1.6139593999999997e-05
-0.249894,-1.6242933e-05
-0.259902,-1.6459002999999998e-05
-0.269909,-1.6797201999999998e-05
-0.279917,-1.7285712e-05
-0.289925,-1.7962108e-05
-0.299933,-1.8892155999999998e-05
-0.30994,-2.0047668e-05
-0.319948,-2.1616534000000002e-05
-0.329956,-2.3636331999999997e-05
-0.339964,-2.6154033999999997e-05
-0.349972,-2.9291765999999997e-05
-0.359979,-3.3077714e-05
-0.369987,-3.7577635999999996e-05
-0.379995,-4.2800924e-05
-0.390003,-4.8756984000000004e-05
