voltage,current
-0.40001,-5.4778796e-05
-0.390003,-4.7779963999999995e-05
-0.379995,-4.1504496000000005e-05
-0.369987,-3.582088e-05
-0.359979,-3.0813662e-05
-0.349972,-2.6473441999999998e-05
-0.339964,-2.271568e-05
-0.329956,-1.9549764e-05
-0.319948,-1.6862962e-05
-0.30994,-1.4645882999999998e-05
-0.299933,-1.2823367999999999e-05
-0.289925,-1.1320263e-05
-0.279917,-1.0127171999999999e-05
-0.269909,-9.168943e-06
-0.259902,-8.373236e-06
-0.249894,-7.746629e-06
-0.239886,-7.229936e-06
-0.229878,-6.799673e-06
-0.21987,-6.462412999999999e-06
-0.209863,-6.178702e-06
-0.199855,-5.949479e-06
-0.189847,-5.768167e-06
-0.179839,-5.613158999999999e-06
-0.169832,-5.465667e-06
-0.159824,-5.3388419999999995e-06
-0.149816,-5.226109e-06
-0.139808,-5.119953e-06
-0.129800904,-5.019432e-06
-0.11979312,-4.9142150000000005e-06
-0.109785344,-4.809937e-06
-0.09977756,-4.708477e-06
-0.089769784,-4.597624e-06
-0.079762,-4.489587e-06
-0.069754224,-4.377793999999999e-06
-0.05974644,-4.259425e-06
-0.049738664,-4.1354179999999995e-06
-0.039730884,-4.003897e-06
-0.029723104,-3.862041e-06
-0.019715326,-3.702336e-06
-0.009707546,-3.5266609999999996e-06
0.000300233,-3.344409e-06
0.010308012,-3.126459e-06
0.020315792,-2.880325e-06
0.03032357,-2.46979e-06
0.040331348,-2.1278329999999996e-06
0.050339128,-1.6280509999999998e-06
0.060346908,-9.24409e-07
0.070354688,4.3214284e-08
0.080362472,1.352794e-06
0.090370248,3.095457e-06
0.100378032,5.3801779999999996e-06
0.110385808,8.252986999999998e-06
0.120393584,1.1760859999999998e-05
0.13040136,1.5826761e-05
0.140409,2.0308832e-05
0.150416,2.4961882e-05
0.160424,2.9479654e-05
0.170432,3.3594403999999996e-05
0.18034,3.6835476e-05
0.190448,3.9127712e-05
0.200455,4.0170492e-05
0.210463,3.995442e-05
0.220471,3.8770724e-05
0.230479,3.7013972e-05
0.240486,3.5031748e-05
0.250494,3.3077714e-05
0.260502,3.1255196e-05
0.27051,2.9611176e-05
0.280518,2.8155042e-05
0.290525,2.6868008e-05
0.300533,2.5703102e-05
0.310541,2.4660323999999997e-05
0.320549,2.3711488e-05
0.330556,2.2856596e-05
0.340564,2.2058071999999998e-05
0.350572,2.1334702e-05
0.36058,2.0686485999999998e-05
0.370588,2.009464e-05
0.380595,1.9577948e-05
0.390603,1.9098834e-05
0.400611,1.8666689999999998e-05
0.410619,1.828152e-05
0.420626,1.7924532e-05
0.430634,1.7605122000000002e-05
0.440642,1.73045e-05
0.45065,1.7041456e-05
0.460658,1.6806598e-05
0.470665,1.658113e-05
0.480673,1.6393243e-05
0.490681,1.6224145e-05
0.500689,1.6064438999999998e-05
0.510696,1.5932916999999998e-05
0.520704,1.5820182999999998e-05
0.530712,1.5716844999999998e-05
0.54072,1.5632296e-05
0.550728,1.5557141e-05
0.560735,1.5519563e-05
0.570743,1.5481985999999997e-05
0.580751,1.5472591e-05
0.590759,1.5481985999999997e-05
0.600766,1.5500773999999998e-05
0.610774,1.5547746e-05
0.620782,1.5604113e-05
0.63079,1.5698057e-05
0.640798,1.581079e-05
0.650805,1.5951705e-05
0.660813,1.6130199e-05
0.670821,1.6327480999999997e-05
0.680829,1.658113e-05
0.690837,1.6872357999999996e-05
0.700844,1.7210556e-05
0.690837,1.4495573e-05
0.680829,1.2992467e-05
0.670821,1.1921505e-05
0.660813,1.1057219e-05
0.650805,1.0343242999999999e-05
0.640798,9.755153999999999e-06
0.63079,9.24034e-06
0.620782,8.785650999999999e-06
0.610774,8.38357e-06
0.600766,8.018128e-06
0.590759,7.695899e-06
0.580751,7.401854e-06
0.570743,7.1350529999999994e-06
0.560735,6.892677e-06
0.550728,6.655938e-06
0.54072,6.456776999999999e-06
0.530712,6.253858e-06
0.520704,6.072545e-06
0.510696,5.898748999999999e-06
0.500689,5.738105e-06
0.490681,5.583097e-06
0.480673,5.441240999999999e-06
0.470665,5.306900999999999e-06
0.460658,5.174439999999999e-06
0.45065,5.050434e-06
0.440642,4.927367e-06
0.430634,4.8052400000000004e-06
0.420626,4.6943859999999995e-06
0.410619,4.588229e-06
0.400611,4.479254e-06
0.390603,4.380613e-06
0.380595,4.273515999999999e-06
0.370588,4.171117e-06
0.36058,4.06496e-06
0.350572,3.962561e-06
0.340564,3.848889e-06
0.330556,3.724883e-06
0.320549,3.583027e-06
0.310541,3.4261409999999998e-06
0.300533,3.235434e-06
0.290525,3.011847e-06
0.280518,2.7328329999999998e-06
0.27051,2.374906e-06
0.260502,1.8986099999999998e-06
0.250494,1.254153e-06
0.240486,3.6074499999999997e-07
0.230479,-8.783769999999999e-07
0.220471,-2.5627939999999997e-06
0.210463,-4.802421e-06
0.200455,-7.669595e-06
