voltage,current
-0.40001,-5.54458e-05
-0.390003,-4.8315443999999995e-05
-0.379995,-4.1955428e-05
-0.369987,-3.6253019999999995e-05
-0.359979,-3.1198832e-05
-0.349972,-2.6811641999999997e-05
-0.339964,-2.303509e-05
-0.329956,-1.9812808e-05
-0.319948,-1.7107218e-05
-0.30994,-1.4871349e-05
-0.299933,-1.3030044999999999e-05
-0.289925,-1.1526939999999999e-05
-0.279917,-1.0305666e-05
-0.269909,-9.338042e-06
-0.259902,-8.544215e-06
-0.249894,-7.908212e-06
-0.239886,-7.384944e-06
-0.229878,-6.961257e-06
-0.21987,-6.614602999999999e-06
-0.209863,-6.335588999999999e-06
-0.199855,-6.099789e-06
-0.189847,-5.91284e-06
-0.179839,-5.758771999999999e-06
-0.169832,-5.609400999999999e-06
-0.159824,-5.483516e-06
-0.149816,-5.366086e-06
-0.139808,-5.252414e-06
-0.129800904,-5.148136e-06
-0.11979312,-5.041039e-06
-0.109785344,-4.934883e-06
-0.09977756,-4.8249679999999995e-06
-0.089769784,-4.715993e-06
-0.079762,-4.600442e-06
-0.069754224,-4.483011e-06
-0.05974644,-4.362763e-06
-0.049738664,-4.234999e-06
-0.039730884,-4.095962e-06
-0.029723104,-3.954106e-06
-0.019715326,-3.788765e-06
-0.009707546,-3.6130889999999997e-06
0.000300233,-3.415807e-06
0.010308012,-3.1912799999999997e-06
0.020315792,-2.932934e-06
0.03032357,-2.5449449999999997e-06
0.040331348,-2.169169e-06
0.050339128,-1.664689e-06
0.060346908,-9.460159999999999e-07
0.070354688,4.3214284e-08
0.080362472,1.367825e-06
0.090370248,3.133035e-06
0.100378032,5.438423e-06
0.110385808,8.35069e-06
0.120393584,1.1893321e-05
0.13040136,1.6003375999999998e-05
0.140409,2.0523026e-05
0.150416,2.5228684e-05
0.160424,2.9780275999999998e-05
0.170432,3.3951392e-05
0.18034,3.7248831999999996e-05
0.190448,3.9588036e-05
0.200455,4.0649603999999995e-05
0.210463,4.046172e-05
0.220471,3.9278024e-05
0.230479,3.7511876e-05
0.240486,3.5510863999999994e-05
0.250494,3.3528643999999996e-05
0.260502,3.168734e-05
0.27051,3.0015134e-05
0.280518,2.8521424e-05
0.290525,2.7206208e-05
0.300533,2.6031905999999997e-05
0.310541,2.4960944e-05
0.320549,2.3983926e-05
0.330556,2.3100852e-05
0.340564,2.2274142e-05
0.350572,2.1531984e-05
0.36058,2.0874376000000002e-05
0.370588,2.0282527999999998e-05
0.380595,1.9747046e-05
0.390603,1.9258535999999997e-05
0.400611,1.8817e-05
0.410619,1.843183e-05
0.420626,1.8065448e-05
0.430634,1.7755431999999997e-05
0.440642,1.7464206e-05
0.45065,1.7191768e-05
0.460658,1.6966302e-05
0.470665,1.6740836e-05
0.480673,1.6543554e-05
0.490681,1.6374455e-05
0.500689,1.6224145e-05
0.510696,1.6092623e-05
0.520704,1.5979889e-05
0.530712,1.587655e-05
0.54072,1.5792e-05
0.550728,1.5735634999999998e-05
0.560735,1.5688663e-05
0.570743,1.566048e-05
0.580751,1.5651085e-05
0.590759,1.566048e-05
0.600766,1.5698057e-05
0.610774,1.5745028e-05
0.620782,1.581079e-05
0.63079,1.5904734e-05
0.640798,1.6026861e-05
0.650805,1.6177171000000002e-05
0.660813,1.6346271e-05
0.670821,1.6571736999999997e-05
0.680829,1.6834782e-05
0.690837,1.715419e-05
0.700844,1.7511178e-05
0.690837,1.4768009999999999e-05
0.680829,1.3236720999999999e-05
0.670821,1.2137575999999998e-05
0.660813,1.1254502e-05
0.650805,1.0521736999999999e-05
0.640798,9.925192e-06
0.63079,9.391590000000001e-06
0.620782,8.925628e-06
0.610774,8.513213e-06
0.600766,8.144952e-06
0.590759,7.808632e-06
0.580751,7.5127079999999995e-06
0.570743,7.242149999999999e-06
0.560735,6.9866219999999995e-06
0.550728,6.759276999999999e-06
0.54072,6.549781e-06
0.530712,6.349681e-06
0.520704,6.160853e-06
0.510696,5.996451e-06
0.500689,5.825472999999999e-06
0.490681,5.671404e-06
0.480673,5.520153999999999e-06
0.470665,5.379238e-06
0.460658,5.249595e-06
0.45065,5.118074e-06
0.440642,4.999704e-06
0.430634,4.877576999999999e-06
0.420626,4.762026e-06
0.410619,4.6492919999999995e-06
0.400611,4.542195999999999e-06
0.390603,4.437919e-06
0.380595,4.329882999999999e-06
0.370588,4.226544e-06
0.36058,4.122266e-06
0.350572,4.0151700000000006e-06
0.340564,3.900558e-06
0.330556,3.772794e-06
0.320549,3.630938e-06
0.310541,3.466536e-06
0.300533,3.2767689999999995e-06
0.290525,3.043788e-06
0.280518,2.7675919999999998e-06
0.27051,2.40121e-06
0.260502,1.918338e-06
0.250494,1.2673049999999998e-06
0.240486,3.56987e-07
0.230479,-8.94347e-07
0.220471,-2.6013109999999996e-06
0.210463,-4.85503e-06
0.200455,-7.742870999999999e-06
0.190448,-1.1280806e-05
0.18034,-1.5385223e-05
0.170432,-1.9813746e-05
0.160424,-2.4528801999999997e-05
0.150416,-2.9040933999999998e-05
0.140409,-3.319984e-05
0.13040136,-3.6516063999999996e-05
0.120393584,-3.8723752e-05
0.110385808,-3.9663192e-05
0.100378032,-3.9343784e-05
0.090370248,-3.8084932e-05
0.080362472,-3.6243627999999996e-05
0.070354688,-3.4205044e-05
0.060346908,-3.2194637999999996e-05
0.050339128,-3.0353334e-05
0.040331348,-2.8718706e-05
0.03032357,-2.7262572e-05
0.020315792,-2.5984934e-05
0.010308012,-2.4866998e-05
0.000300233,-2.3889981999999997e-05
-0.009707546,-2.3016301999999997e-05
-0.019715326,-2.2264749999999997e-05
-0.029723104,-2.1588349999999998e-05
-0.039730884,-2.0977714e-05
-0.049738664,-2.0442234e-05
-0.05974644,-1.994433e-05
-0.069754224,-1.9521579999999998e-05
-0.079762,-1.9117622e-05
-0.089769784,-1.8741845999999996e-05
-0.09977756,-1.8413042e-05
-0.109785344,-1.8103026e-05
-0.11979312,-1.7830586e-05
-0.129800904,-1.7586332e-05
-0.139808,-1.7332684e-05
-0.149816,-1.7079034e-05
-0.159824,-1.6862962e-05
-0.169832,-1.6656287e-05
-0.179839,-1.6487186999999998e-05
-0.189847,-1.6318088e-05
-0.199855,-1.6224145e-05
-0.209863,-1.6092623e-05
-0.21987,-1.6036256e-05
-0.229878,-1.5998677e-05
-0.239886,-1.6026861e-05
-0.249894,-1.6684468999999998e-05
-0.259902,-1.6459002999999998e-05
-0.269909,-1.6731442000000002e-05
-0.279917,-1.7229346e-05
-0.289925,-1.7905743999999997e-05
-0.299933,-1.8817e-05
-0.30994,-2.0019486e-05
-0.319948,-2.1616534000000002e-05
-0.329956,-2.3645725999999997e-05
-0.339964,-2.6182217999999997e-05
-0.349972,-2.9329342e-05
-0.359979,-3.3143473999999994e-05
-0.369987,-3.7662184e-05
-0.379995,-4.2904264e-05
-0.390003,-4.8869712e-05
