ox_voltage,ox_current,red_voltage,red_current,peak_separation,file_path,success,device,concentration
-0.039730884,-230.256,0.290525,216.268,0.330255884,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E2_scan_09.csv,True,Palmsens,10mM
-0.039730884,-230.726,0.290525,216.616,0.330255884,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E2_scan_10.csv,True,Palmsens,10mM
-0.039730884,-231.412,0.290525,217.039,0.330255884,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E2_scan_11.csv,True,Palmsens,10mM
0.010308012,-256.142,0.290525,244.564,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_02.csv,True,Palmsens,10mM
0.010308012,-256.237,0.290525,244.808,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_03.csv,True,Palmsens,10mM
0.010308012,-256.237,0.290525,244.865,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_04.csv,True,Palmsens,10mM
0.010308012,-255.763,0.290525,245.015,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_05.csv,True,Palmsens,10mM
0.010308012,-256.426,0.290525,245.034,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_06.csv,True,Palmsens,10mM
0.010308012,-256.047,0.290525,244.799,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_07.csv,True,Palmsens,10mM
0.010308012,-255.573,0.290525,244.743,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_08.csv,True,Palmsens,10mM
0.010308012,-256.331,0.290525,244.714,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_09.csv,True,Palmsens,10mM
0.010308012,-256.426,0.290525,244.94,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_10.csv,True,Palmsens,10mM
0.010308012,-257.374,0.290525,245.184,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E3_scan_11.csv,True,Palmsens,10mM
-0.029723104,-224.432,0.290525,211.862,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_02.csv,True,Palmsens,10mM
-0.029723104,-224.47,0.290525,212.003,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_03.csv,True,Palmsens,10mM
-0.029723104,-224.545,0.290525,211.872,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_04.csv,True,Palmsens,10mM
-0.029723104,-224.535,0.290525,211.994,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_05.csv,True,Palmsens,10mM
-0.029723104,-224.451,0.290525,211.975,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_06.csv,True,Palmsens,10mM
-0.019715326,-223.511,0.290525,212.031,0.31024032599999996,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_07.csv,True,Palmsens,10mM
-0.019715326,-223.699,0.290525,212.323,0.31024032599999996,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_08.csv,True,Palmsens,10mM
-0.029723104,-225.221,0.290525,212.764,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_09.csv,True,Palmsens,10mM
-0.029723104,-225.719,0.290525,213.309,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_10.csv,True,Palmsens,10mM
-0.029723104,-226.273,0.290525,213.844,0.320248104,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E4_scan_11.csv,True,Palmsens,10mM
-0.019715326,-260.408,0.260502,257.374,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_02.csv,True,Palmsens,10mM
-0.019715326,-262.209,0.260502,257.279,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_03.csv,True,Palmsens,10mM
-0.019715326,-263.062,0.260502,257.659,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_04.csv,True,Palmsens,10mM
-0.019715326,-263.726,0.260502,258.227,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_05.csv,True,Palmsens,10mM
-0.019715326,-263.82,0.260502,258.701,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_06.csv,True,Palmsens,10mM
-0.019715326,-264.389,0.260502,259.175,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_07.csv,True,Palmsens,10mM
-0.019715326,-264.579,0.260502,259.46,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_08.csv,True,Palmsens,10mM
-0.019715326,-264.958,0.260502,259.744,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_09.csv,True,Palmsens,10mM
-0.019715326,-265.147,0.260502,260.123,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_10.csv,True,Palmsens,10mM
-0.019715326,-265.147,0.260502,260.123,0.280217326,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_100mVpS_E5_scan_11.csv,True,Palmsens,10mM
0.010308012,-265.242,0.27051,254.72,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_02.csv,True,Palmsens,10mM
0.010308012,-266.095,0.27051,254.909,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_03.csv,True,Palmsens,10mM
0.010308012,-266.854,0.27051,255.099,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_04.csv,True,Palmsens,10mM
0.010308012,-267.233,0.27051,255.857,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_05.csv,True,Palmsens,10mM
0.010308012,-268.276,0.27051,255.952,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_06.csv,True,Palmsens,10mM
0.010308012,-268.56,0.27051,256.426,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_07.csv,True,Palmsens,10mM
0.010308012,-268.56,0.27051,256.9,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_08.csv,True,Palmsens,10mM
0.010308012,-268.56,0.27051,257.469,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_09.csv,True,Palmsens,10mM
0.010308012,-268.56,0.27051,256.995,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_10.csv,True,Palmsens,10mM
0.010308012,-268.75,0.27051,257.564,0.260201988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E1_scan_11.csv,True,Palmsens,10mM
-0.049738664,-233.469,0.290525,219.669,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_02.csv,True,Palmsens,10mM
-0.049738664,-234.465,0.290525,219.725,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_03.csv,True,Palmsens,10mM
-0.049738664,-235.32,0.290525,220.064,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_04.csv,True,Palmsens,10mM
-0.049738664,-235.63,0.290525,220.543,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_05.csv,True,Palmsens,10mM
-0.049738664,-236.429,0.290525,220.89,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_06.csv,True,Palmsens,10mM
-0.049738664,-236.71,0.290525,221.501,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_07.csv,True,Palmsens,10mM
-0.049738664,-236.748,0.290525,221.755,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_08.csv,True,Palmsens,10mM
-0.049738664,-236.692,0.290525,222.224,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_09.csv,True,Palmsens,10mM
-0.049738664,-236.673,0.290525,221.989,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_10.csv,True,Palmsens,10mM
-0.049738664,-236.992,0.290525,222.478,0.34026366399999997,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E2_scan_11.csv,True,Palmsens,10mM
0.010308012,-257.753,0.290525,247.664,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_02.csv,True,Palmsens,10mM
0.010308012,-258.512,0.290525,247.655,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_03.csv,True,Palmsens,10mM
0.010308012,-258.512,0.290525,247.956,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_04.csv,True,Palmsens,10mM
0.010308012,-259.175,0.290525,248.369,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_05.csv,True,Palmsens,10mM
0.010308012,-259.649,0.290525,248.651,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_06.csv,True,Palmsens,10mM
0.010308012,-260.313,0.290525,249.177,0.280216988,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_07.csv,True,Palmsens,10mM
0.000300233,-261.166,0.290525,248.179,0.290224767,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_08.csv,True,Palmsens,10mM
0.000300233,-261.45,0.290525,248.653,0.290224767,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_09.csv,True,Palmsens,10mM
0.000300233,-261.45,0.290525,248.368,0.290224767,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_10.csv,True,Palmsens,10mM
0.000300233,-261.735,0.290525,248.748,0.290224767,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E3_scan_11.csv,True,Palmsens,10mM
-0.069754224,-305.247,0.330556,295.672,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_02.csv,True,Palmsens,10mM
-0.069754224,-306.479,0.330556,294.819,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_03.csv,True,Palmsens,10mM
-0.069754224,-306.574,0.330556,294.629,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_04.csv,True,Palmsens,10mM
-0.069754224,-307.332,0.330556,294.629,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_05.csv,True,Palmsens,10mM
-0.069754224,-307.996,0.330556,294.819,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_06.csv,True,Palmsens,10mM
-0.069754224,-308.185,0.330556,295.577,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_07.csv,True,Palmsens,10mM
-0.069754224,-308.47,0.330556,295.293,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_08.csv,True,Palmsens,10mM
-0.069754224,-308.754,0.330556,295.767,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_09.csv,True,Palmsens,10mM
-0.069754224,-308.754,0.330556,295.388,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_10.csv,True,Palmsens,10mM
-0.069754224,-308.375,0.330556,295.767,0.40031022400000005,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E4_scan_11.csv,True,Palmsens,10mM
-0.05974644,-366.296,0.300533,363.642,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_02.csv,True,Palmsens,10mM
-0.05974644,-367.339,0.300533,363.263,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_03.csv,True,Palmsens,10mM
-0.05974644,-368.761,0.300533,362.694,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_04.csv,True,Palmsens,10mM
-0.05974644,-369.425,0.300533,363.168,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_05.csv,True,Palmsens,10mM
-0.05974644,-370.372,0.300533,363.263,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_06.csv,True,Palmsens,10mM
-0.05974644,-371.036,0.300533,363.831,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_07.csv,True,Palmsens,10mM
-0.05974644,-371.889,0.300533,364.495,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_08.csv,True,Palmsens,10mM
-0.05974644,-372.553,0.300533,364.969,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_09.csv,True,Palmsens,10mM
-0.05974644,-373.311,0.300533,365.253,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_10.csv,True,Palmsens,10mM
-0.05974644,-373.975,0.300533,366.296,0.36027944,Test_data/Palmsens/Palmsens_10mM/Palmsens_10mM_CV_200mVpS_E5_scan_11.csv,True,Palmsens,10mM
