ox_voltage,ox_current,red_voltage,red_current,peak_separation,scan_rate,file_path,success,device,concentration_str,concentration
-0.09977756,-485.93,0.310541,443.556,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_02.csv,True,Palmsens,20mM,20.0
-0.09977756,-485.172,0.310541,447.537,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_03.csv,True,Palmsens,20mM,20.0
-0.09977756,-484.793,0.310541,449.244,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_04.csv,True,Palmsens,20mM,20.0
-0.09977756,-486.025,0.310541,450.287,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_05.csv,True,Palmsens,20mM,20.0
-0.09977756,-485.836,0.310541,452.088,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_06.csv,True,Palmsens,20mM,20.0
-0.09977756,-485.267,0.310541,452.941,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_07.csv,True,Palmsens,20mM,20.0
-0.09977756,-484.414,0.310541,452.751,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_08.csv,True,Palmsens,20mM,20.0
-0.09977756,-485.172,0.310541,452.941,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_09.csv,True,Palmsens,20mM,20.0
-0.09977756,-485.077,0.310541,454.268,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_10.csv,True,Palmsens,20mM,20.0
-0.09977756,-484.793,0.310541,454.458,0.41031856,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E1_scan_11.csv,True,Palmsens,20mM,20.0
-0.079762,-492.282,0.370588,468.772,0.45035,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_02.csv,True,Palmsens,20mM,20.0
-0.079762,-491.808,0.370588,472.754,0.45035,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_03.csv,True,Palmsens,20mM,20.0
-0.079762,-491.997,0.370588,475.123,0.45035,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_04.csv,True,Palmsens,20mM,20.0
-0.079762,-491.997,0.380595,477.873,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_05.csv,True,Palmsens,20mM,20.0
-0.079762,-492.851,0.380595,479.674,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_06.csv,True,Palmsens,20mM,20.0
-0.079762,-492.187,0.380595,480.906,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_07.csv,True,Palmsens,20mM,20.0
-0.079762,-492.377,0.380595,481.57,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_08.csv,True,Palmsens,20mM,20.0
-0.079762,-491.903,0.380595,481.949,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_09.csv,True,Palmsens,20mM,20.0
-0.079762,-491.713,0.380595,482.233,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_10.csv,True,Palmsens,20mM,20.0
-0.079762,-492.471,0.380595,482.518,0.460357,100,Test_data/Palmsens/Palmsens_20mM/Palmsens_20mM_CV_100mVpS_E3_scan_11.csv,True,Palmsens,20mM,20.0
-0.0212,-2.316,0.198,1.7961,0.2192,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_02.csv,True,STM32,20mM,20.0
-0.0316,-233.03,0.1882,190.58,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_04.csv,True,STM32,20mM,20.0
-0.0316,-237.29,0.1882,193.34,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_05.csv,True,STM32,20mM,20.0
-0.0316,-236.0,0.198,197.01,0.22960000000000003,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_06.csv,True,STM32,20mM,20.0
-0.0316,-236.24,0.1882,197.4,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_07.csv,True,STM32,20mM,20.0
-0.0316,-235.97,0.1882,200.28,0.2198,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_08.csv,True,STM32,20mM,20.0
-0.0413,-237.05,0.1882,201.51,0.2295,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_09.csv,True,STM32,20mM,20.0
-0.0413,-238.36,0.1882,202.67,0.2295,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_10.csv,True,STM32,20mM,20.0
-0.0413,-236.41,0.1882,206.46,0.2295,20,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_20mVpS_E1_scan_11.csv,True,STM32,20mM,20.0
-0.0913,-360.83,0.2181,327.01,0.3094,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_02.csv,True,STM32,20mM,20.0
-0.0913,-362.88,0.2278,326.71000000000004,0.3191,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_03.csv,True,STM32,20mM,20.0
-0.0913,-362.98,0.2181,326.81,0.3094,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_04.csv,True,STM32,20mM,20.0
-0.0913,-364.88,0.2181,327.41,0.3094,50,Test_data/Stm32/Pipot_20mM/Pipot_Ferro-20mM_50mVpS_E1_scan_05.csv,True,STM32,20mM,20.0
